MATC,MATK,TEN,LOAI,GIONG,NGAYSINH,GIOITINH,TINHTRANGSUCKHOE
410,22827,John,Chó,Ta,2024-06-07,Nữ,Khỏe
411,7249,John,Mèo,Ta,2022-04-23,Nữ,Khỏe
412,16837,John,Chó,Ta,2020-05-04,Nam,Khỏe
413,15501,John,Mèo,Ta,2023-03-20,Nam,Khỏe
414,2688,John,Mèo,Ta,2021-11-02,Nữ,Khỏe
415,5447,Jane,Chó,Ta,2024-01-14,Nam,Khỏe
416,23310,John,Chó,Ta,2020-10-28,Nữ,Khỏe
417,21842,Jane,Mèo,Ta,2022-01-19,Nam,Khỏe
418,24283,Jane,Mèo,Ta,2020-11-18,Nam,Khỏe
419,963,Jane,Chó,Ta,2023-11-28,Nữ,Khỏe
420,7967,Jane,Chó,Ta,2022-07-23,Nam,Khỏe
421,22215,Jane,Mèo,Ta,2020-03-08,Nữ,Khỏe
422,19448,Jane,Chó,Ta,2023-03-12,Nam,Khỏe
423,6144,Jane,Mèo,Ta,2024-04-05,Nữ,Khỏe
424,17930,John,Chó,Ta,2021-08-30,Nữ,Khỏe
425,29512,John,Chó,Ta,2024-02-17,Nữ,Khỏe
426,830,Jane,Mèo,Ta,2022-02-15,Nữ,Khỏe
427,15215,John,Mèo,Ta,2021-02-13,Nữ,Khỏe
428,23213,Jane,Mèo,Ta,2023-03-09,Nữ,Khỏe
429,20054,John,Mèo,Ta,2021-07-31,Nữ,Khỏe
430,16278,John,Mèo,Ta,2020-03-19,Nữ,Khỏe
431,29486,Jane,Mèo,Ta,2020-12-27,Nữ,Khỏe
432,16475,Jane,Mèo,Ta,2020-07-31,Nam,Khỏe
433,5989,John,Chó,Ta,2024-08-23,Nam,Khỏe
434,15544,Jane,Chó,Ta,2021-11-16,Nữ,Khỏe
435,14157,Jane,Mèo,Ta,2021-07-14,Nữ,Khỏe
436,4134,Jane,Mèo,Ta,2020-09-11,Nữ,Khỏe
437,25409,John,Chó,Ta,2021-10-31,Nam,Khỏe
438,381,John,Mèo,Ta,2024-06-14,Nam,Khỏe
439,24345,John,Mèo,Ta,2022-01-28,Nam,Khỏe
440,15655,Jane,Mèo,Ta,2023-05-10,Nữ,Khỏe
441,6370,John,Chó,Ta,2021-06-06,Nam,Khỏe
442,26291,Jane,Chó,Ta,2023-11-04,Nữ,Khỏe
443,4238,John,Chó,Ta,2021-11-05,Nữ,Khỏe
444,20351,Jane,Mèo,Ta,2020-08-28,Nam,Khỏe
445,2902,Jane,Chó,Ta,2022-12-20,Nam,Khỏe
446,1827,John,Mèo,Ta,2021-05-29,Nam,Khỏe
447,10000,John,Chó,Ta,2020-11-22,Nữ,Khỏe
448,4924,John,Chó,Ta,2023-03-01,Nữ,Khỏe
449,16991,John,Chó,Ta,2023-02-08,Nam,Khỏe
450,18271,John,Mèo,Ta,2021-12-18,Nam,Khỏe
451,28392,John,Mèo,Ta,2021-03-30,Nữ,Khỏe
452,2500,Jane,Mèo,Ta,2021-02-28,Nam,Khỏe
453,17284,John,Chó,Ta,2024-02-05,Nam,Khỏe
454,13199,John,Chó,Ta,2020-02-06,Nam,Khỏe
455,28037,Jane,Chó,Ta,2020-06-27,Nam,Khỏe
456,894,John,Chó,Ta,2023-10-20,Nữ,Khỏe
457,20337,John,Chó,Ta,2024-11-02,Nam,Khỏe
458,9453,Jane,Mèo,Ta,2020-02-12,Nam,Khỏe
459,17869,Jane,Mèo,Ta,2022-12-19,Nam,Khỏe
460,1810,John,Mèo,Ta,2024-04-15,Nam,Khỏe
461,23074,John,Mèo,Ta,2022-09-30,Nam,Khỏe
462,20063,Jane,Mèo,Ta,2024-05-07,Nam,Khỏe
463,26077,Jane,Chó,Ta,2020-05-01,Nam,Khỏe
464,29843,John,Mèo,Ta,2023-06-23,Nữ,Khỏe
465,18084,Jane,Chó,Ta,2022-01-27,Nữ,Khỏe
466,12087,John,Chó,Ta,2022-07-28,Nữ,Khỏe
467,3722,John,Mèo,Ta,2022-11-05,Nam,Khỏe
468,8500,John,Chó,Ta,2020-02-11,Nữ,Khỏe
469,3747,Jane,Chó,Ta,2023-07-11,Nữ,Khỏe
470,16303,John,Mèo,Ta,2024-02-20,Nữ,Khỏe
471,14817,Jane,Chó,Ta,2020-12-02,Nam,Khỏe
472,12677,John,Chó,Ta,2022-05-28,Nam,Khỏe
473,12984,Jane,Mèo,Ta,2022-07-14,Nữ,Khỏe
474,12684,John,Chó,Ta,2022-05-04,Nam,Khỏe
475,18705,Jane,Chó,Ta,2024-02-02,Nam,Khỏe
476,18770,Jane,Chó,Ta,2024-11-11,Nữ,Khỏe
477,3426,John,Mèo,Ta,2024-03-29,Nữ,Khỏe
478,518,John,Mèo,Ta,2024-06-10,Nữ,Khỏe
479,25133,Jane,Chó,Ta,2024-11-29,Nữ,Khỏe
480,19211,John,Mèo,Ta,2024-06-30,Nữ,Khỏe
481,18218,John,Mèo,Ta,2022-08-17,Nữ,Khỏe
482,1787,Jane,Mèo,Ta,2021-11-02,Nữ,Khỏe
483,4747,John,Mèo,Ta,2022-11-07,Nữ,Khỏe
484,2159,Jane,Chó,Ta,2022-01-27,Nữ,Khỏe
485,12468,John,Mèo,Ta,2024-07-21,Nữ,Khỏe
486,16024,Jane,Chó,Ta,2023-01-25,Nam,Khỏe
487,22136,Jane,Chó,Ta,2022-01-13,Nam,Khỏe
488,17271,Jane,Mèo,Ta,2022-03-20,Nam,Khỏe
489,17292,Jane,Chó,Ta,2022-05-26,Nữ,Khỏe
490,14439,Jane,Mèo,Ta,2024-01-18,Nam,Khỏe
491,16645,John,Chó,Ta,2020-10-30,Nam,Khỏe
492,28498,Jane,Chó,Ta,2022-09-24,Nam,Khỏe
493,9406,John,Chó,Ta,2024-08-04,Nam,Khỏe
494,23841,Jane,Chó,Ta,2023-11-26,Nam,Khỏe
495,8498,Jane,Mèo,Ta,2021-07-12,Nữ,Khỏe
496,12341,John,Mèo,Ta,2020-09-14,Nam,Khỏe
497,11456,John,Chó,Ta,2021-01-11,Nữ,Khỏe
498,889,John,Chó,Ta,2023-05-08,Nữ,Khỏe
499,16953,Jane,Mèo,Ta,2022-09-25,Nam,Khỏe
500,20896,John,Mèo,Ta,2024-08-09,Nữ,Khỏe
501,11105,John,Chó,Ta,2020-03-09,Nam,Khỏe
502,28536,John,Chó,Ta,2023-12-09,Nữ,Khỏe
503,19261,John,Mèo,Ta,2020-11-01,Nữ,Khỏe
504,2771,John,Mèo,Ta,2023-07-01,Nam,Khỏe
505,5292,John,Mèo,Ta,2020-02-23,Nữ,Khỏe
506,18116,Jane,Chó,Ta,2024-11-17,Nam,Khỏe
507,27804,John,Chó,Ta,2022-06-03,Nam,Khỏe
508,23955,Jane,Chó,Ta,2023-05-24,Nữ,Khỏe
509,10531,Jane,Mèo,Ta,2020-07-22,Nam,Khỏe
510,5516,John,Chó,Ta,2024-08-11,Nam,Khỏe
511,22436,John,Chó,Ta,2020-07-06,Nữ,Khỏe
512,22777,Jane,Mèo,Ta,2021-06-21,Nữ,Khỏe
513,1013,Jane,Mèo,Ta,2020-05-10,Nam,Khỏe
514,15157,Jane,Mèo,Ta,2023-11-07,Nữ,Khỏe
515,6415,John,Mèo,Ta,2021-04-05,Nữ,Khỏe
516,27274,Jane,Chó,Ta,2024-04-24,Nữ,Khỏe
517,28238,John,Mèo,Ta,2021-01-03,Nam,Khỏe
518,21757,Jane,Mèo,Ta,2020-07-14,Nam,Khỏe
519,16611,Jane,Mèo,Ta,2021-06-03,Nam,Khỏe
520,19696,John,Chó,Ta,2024-02-12,Nữ,Khỏe
521,5225,John,Chó,Ta,2024-01-19,Nam,Khỏe
522,2130,Jane,Chó,Ta,2022-05-09,Nam,Khỏe
523,6338,Jane,Mèo,Ta,2024-01-25,Nữ,Khỏe
524,397,John,Mèo,Ta,2023-05-25,Nam,Khỏe
525,9492,Jane,Chó,Ta,2024-04-04,Nữ,Khỏe
526,18966,Jane,Mèo,Ta,2020-02-02,Nam,Khỏe
527,2567,John,Mèo,Ta,2023-05-26,Nữ,Khỏe
528,3864,John,Chó,Ta,2021-01-11,Nam,Khỏe
529,11679,John,Mèo,Ta,2021-07-08,Nam,Khỏe
530,95,John,Chó,Ta,2024-05-03,Nam,Khỏe
531,11520,John,Mèo,Ta,2022-02-08,Nam,Khỏe
532,311,John,Mèo,Ta,2021-09-23,Nam,Khỏe
533,21992,John,Chó,Ta,2024-08-10,Nữ,Khỏe
534,29832,Jane,Mèo,Ta,2020-01-28,Nữ,Khỏe
535,4293,Jane,Chó,Ta,2023-05-26,Nam,Khỏe
536,17178,John,Mèo,Ta,2021-03-01,Nữ,Khỏe
537,10456,John,Mèo,Ta,2022-03-07,Nam,Khỏe
538,24659,Jane,Chó,Ta,2023-11-28,Nữ,Khỏe
539,18593,Jane,Mèo,Ta,2020-10-02,Nữ,Khỏe
540,7286,Jane,Chó,Ta,2023-06-17,Nam,Khỏe
541,11459,Jane,Chó,Ta,2023-05-03,Nữ,Khỏe
542,12424,Jane,Mèo,Ta,2020-11-21,Nữ,Khỏe
543,16487,Jane,Chó,Ta,2021-12-14,Nam,Khỏe
544,9448,Jane,Mèo,Ta,2024-12-25,Nam,Khỏe
545,477,John,Chó,Ta,2024-10-12,Nữ,Khỏe
546,16783,Jane,Mèo,Ta,2023-12-26,Nam,Khỏe
547,25496,John,Chó,Ta,2021-04-03,Nam,Khỏe
548,6644,John,Chó,Ta,2020-01-31,Nữ,Khỏe
549,8940,Jane,Chó,Ta,2020-04-24,Nữ,Khỏe
550,10334,Jane,Chó,Ta,2020-01-18,Nam,Khỏe
551,1853,Jane,Mèo,Ta,2024-09-28,Nữ,Khỏe
552,10197,John,Chó,Ta,2022-07-11,Nữ,Khỏe
553,5443,John,Chó,Ta,2021-05-02,Nữ,Khỏe
554,22575,John,Chó,Ta,2021-08-24,Nam,Khỏe
555,15257,John,Chó,Ta,2021-08-08,Nam,Khỏe
556,8893,John,Mèo,Ta,2021-04-19,Nam,Khỏe
557,4767,John,Chó,Ta,2020-11-08,Nam,Khỏe
558,16258,Jane,Chó,Ta,2020-10-11,Nam,Khỏe
559,5682,John,Mèo,Ta,2023-11-24,Nữ,Khỏe
560,23521,John,Mèo,Ta,2020-11-06,Nam,Khỏe
561,13837,Jane,Mèo,Ta,2023-07-19,Nữ,Khỏe
562,22355,John,Chó,Ta,2024-03-03,Nam,Khỏe
563,184,John,Chó,Ta,2022-04-13,Nữ,Khỏe
564,4579,Jane,Chó,Ta,2021-09-22,Nữ,Khỏe
565,3377,John,Chó,Ta,2021-01-01,Nam,Khỏe
566,11251,John,Mèo,Ta,2021-12-31,Nam,Khỏe
567,11676,Jane,Chó,Ta,2022-01-17,Nữ,Khỏe
568,20799,Jane,Mèo,Ta,2021-10-07,Nữ,Khỏe
569,16968,John,Mèo,Ta,2023-03-20,Nam,Khỏe
570,25388,Jane,Mèo,Ta,2021-01-07,Nam,Khỏe
571,6442,John,Mèo,Ta,2021-06-09,Nữ,Khỏe
572,15719,Jane,Mèo,Ta,2020-08-02,Nam,Khỏe
573,1840,Jane,Mèo,Ta,2023-09-10,Nữ,Khỏe
574,16103,Jane,Mèo,Ta,2023-04-19,Nữ,Khỏe
575,4341,John,Chó,Ta,2024-07-22,Nữ,Khỏe
576,23038,John,Mèo,Ta,2020-09-18,Nam,Khỏe
577,23004,Jane,Mèo,Ta,2022-05-19,Nữ,Khỏe
578,9646,Jane,Mèo,Ta,2020-02-25,Nữ,Khỏe
579,14790,John,Mèo,Ta,2024-10-30,Nam,Khỏe
580,13316,John,Mèo,Ta,2023-11-22,Nữ,Khỏe
581,22145,Jane,Chó,Ta,2023-03-29,Nữ,Khỏe
582,23770,Jane,Mèo,Ta,2022-08-17,Nam,Khỏe
583,15490,Jane,Chó,Ta,2023-05-04,Nữ,Khỏe
584,29791,Jane,Chó,Ta,2024-03-25,Nữ,Khỏe
585,12508,Jane,Mèo,Ta,2020-09-21,Nữ,Khỏe
586,16305,Jane,Mèo,Ta,2020-05-04,Nam,Khỏe
587,21815,Jane,Mèo,Ta,2022-03-20,Nam,Khỏe
588,7620,Jane,Mèo,Ta,2021-11-28,Nữ,Khỏe
589,12224,John,Chó,Ta,2023-02-16,Nam,Khỏe
590,629,Jane,Mèo,Ta,2021-02-06,Nam,Khỏe
591,8890,Jane,Mèo,Ta,2023-07-02,Nữ,Khỏe
592,24589,Jane,Chó,Ta,2023-01-25,Nữ,Khỏe
593,3922,Jane,Chó,Ta,2022-05-23,Nam,Khỏe
594,6595,John,Mèo,Ta,2022-11-13,Nữ,Khỏe
595,18093,John,Chó,Ta,2020-11-27,Nữ,Khỏe
596,16664,John,Mèo,Ta,2024-07-14,Nam,Khỏe
597,12294,Jane,Chó,Ta,2022-03-18,Nam,Khỏe
598,8587,John,Mèo,Ta,2020-12-09,Nữ,Khỏe
599,11851,John,Mèo,Ta,2022-08-15,Nam,Khỏe
600,9735,Jane,Chó,Ta,2024-09-29,Nam,Khỏe
601,18344,Jane,Chó,Ta,2022-08-23,Nam,Khỏe
602,89,John,Mèo,Ta,2020-06-04,Nữ,Khỏe
603,26090,John,Mèo,Ta,2021-09-17,Nữ,Khỏe
604,11572,John,Chó,Ta,2022-06-14,Nữ,Khỏe
605,13638,Jane,Mèo,Ta,2023-09-26,Nam,Khỏe
606,16865,John,Mèo,Ta,2023-09-01,Nữ,Khỏe
607,6438,John,Mèo,Ta,2020-10-06,Nam,Khỏe
608,28652,Jane,Chó,Ta,2022-03-13,Nam,Khỏe
609,25890,John,Chó,Ta,2020-06-12,Nữ,Khỏe
610,790,John,Mèo,Ta,2023-09-10,Nữ,Khỏe
611,6662,John,Chó,Ta,2021-08-02,Nữ,Khỏe
612,12559,John,Chó,Ta,2021-04-24,Nữ,Khỏe
613,15246,Jane,Chó,Ta,2022-07-23,Nam,Khỏe
614,25246,Jane,Chó,Ta,2022-11-05,Nam,Khỏe
615,14024,Jane,Chó,Ta,2020-02-05,Nam,Khỏe
616,9724,Jane,Mèo,Ta,2021-08-22,Nam,Khỏe
617,13458,Jane,Chó,Ta,2022-06-19,Nữ,Khỏe
618,3128,Jane,Chó,Ta,2020-04-02,Nữ,Khỏe
619,12396,John,Mèo,Ta,2021-12-08,Nam,Khỏe
620,26774,Jane,Mèo,Ta,2020-03-16,Nam,Khỏe
621,18303,John,Chó,Ta,2020-12-26,Nữ,Khỏe
622,24970,John,Mèo,Ta,2020-07-23,Nam,Khỏe
623,12835,Jane,Mèo,Ta,2021-03-26,Nữ,Khỏe
624,1871,John,Chó,Ta,2024-10-17,Nữ,Khỏe
625,13972,Jane,Chó,Ta,2022-05-22,Nữ,Khỏe
626,16628,John,Mèo,Ta,2024-01-01,Nữ,Khỏe
627,19151,John,Mèo,Ta,2024-11-24,Nam,Khỏe
628,17611,Jane,Chó,Ta,2024-12-19,Nữ,Khỏe
629,5787,Jane,Mèo,Ta,2020-07-05,Nữ,Khỏe
630,3084,Jane,Mèo,Ta,2023-03-15,Nam,Khỏe
631,8749,John,Mèo,Ta,2021-02-18,Nam,Khỏe
632,17582,John,Chó,Ta,2023-03-12,Nữ,Khỏe
633,11195,John,Mèo,Ta,2022-10-18,Nam,Khỏe
634,19366,John,Mèo,Ta,2021-07-19,Nữ,Khỏe
635,3169,Jane,Chó,Ta,2023-09-16,Nam,Khỏe
636,3480,John,Mèo,Ta,2021-12-10,Nam,Khỏe
637,18842,John,Chó,Ta,2023-04-15,Nữ,Khỏe
638,14583,Jane,Chó,Ta,2024-08-13,Nam,Khỏe
639,13683,Jane,Mèo,Ta,2023-03-02,Nữ,Khỏe
640,1747,Jane,Mèo,Ta,2024-06-26,Nữ,Khỏe
641,10197,Jane,Chó,Ta,2023-08-12,Nam,Khỏe
642,3244,John,Mèo,Ta,2021-02-17,Nữ,Khỏe
643,19517,John,Mèo,Ta,2024-07-24,Nam,Khỏe
644,17278,John,Chó,Ta,2021-01-27,Nam,Khỏe
645,22718,Jane,Chó,Ta,2020-09-08,Nữ,Khỏe
646,27427,Jane,Chó,Ta,2022-02-26,Nam,Khỏe
647,28321,Jane,Mèo,Ta,2024-01-09,Nữ,Khỏe
648,12668,Jane,Mèo,Ta,2024-02-06,Nam,Khỏe
649,29966,John,Mèo,Ta,2022-05-24,Nữ,Khỏe
650,2319,John,Mèo,Ta,2024-03-22,Nữ,Khỏe
651,22131,John,Mèo,Ta,2023-01-06,Nam,Khỏe
652,29644,Jane,Chó,Ta,2024-05-08,Nữ,Khỏe
653,9005,John,Mèo,Ta,2023-07-04,Nữ,Khỏe
654,3369,Jane,Mèo,Ta,2020-12-14,Nam,Khỏe
655,12057,Jane,Chó,Ta,2023-09-17,Nam,Khỏe
656,6618,John,Chó,Ta,2022-03-08,Nam,Khỏe
657,2160,Jane,Chó,Ta,2022-10-16,Nữ,Khỏe
658,3299,Jane,Mèo,Ta,2023-02-11,Nam,Khỏe
659,9606,John,Mèo,Ta,2024-05-15,Nữ,Khỏe
660,19060,Jane,Mèo,Ta,2020-12-29,Nữ,Khỏe
661,18501,Jane,Mèo,Ta,2021-01-04,Nữ,Khỏe
662,10452,John,Chó,Ta,2024-10-28,Nữ,Khỏe
663,29843,John,Chó,Ta,2023-12-09,Nam,Khỏe
664,4738,Jane,Mèo,Ta,2024-01-29,Nữ,Khỏe
665,24122,Jane,Chó,Ta,2022-06-06,Nữ,Khỏe
666,22201,John,Mèo,Ta,2021-08-30,Nam,Khỏe
667,2154,John,Chó,Ta,2020-10-06,Nữ,Khỏe
668,8974,John,Chó,Ta,2024-06-28,Nam,Khỏe
669,9883,Jane,Mèo,Ta,2024-11-08,Nam,Khỏe
670,5396,John,Mèo,Ta,2021-03-22,Nam,Khỏe
671,1811,John,Chó,Ta,2022-04-19,Nữ,Khỏe
672,4864,Jane,Mèo,Ta,2024-09-13,Nữ,Khỏe
673,15712,Jane,Chó,Ta,2022-05-13,Nam,Khỏe
674,8886,Jane,Mèo,Ta,2020-11-23,Nam,Khỏe
675,29159,Jane,Mèo,Ta,2024-06-10,Nữ,Khỏe
676,5307,John,Mèo,Ta,2022-09-30,Nữ,Khỏe
677,18599,Jane,Chó,Ta,2023-08-13,Nam,Khỏe
678,6298,Jane,Chó,Ta,2020-05-11,Nam,Khỏe
679,8007,John,Mèo,Ta,2022-11-28,Nữ,Khỏe
680,2505,Jane,Mèo,Ta,2023-05-21,Nữ,Khỏe
681,28141,John,Chó,Ta,2020-06-13,Nam,Khỏe
682,467,Jane,Chó,Ta,2023-07-04,Nam,Khỏe
683,10113,Jane,Chó,Ta,2024-11-27,Nữ,Khỏe
684,14085,Jane,Chó,Ta,2022-08-29,Nữ,Khỏe
685,11048,John,Chó,Ta,2020-01-06,Nữ,Khỏe
686,23877,John,Chó,Ta,2020-12-19,Nữ,Khỏe
687,3736,John,Mèo,Ta,2024-11-19,Nữ,Khỏe
688,21057,John,Chó,Ta,2023-07-03,Nữ,Khỏe
689,9422,John,Chó,Ta,2023-09-16,Nữ,Khỏe
690,3050,John,Mèo,Ta,2022-11-15,Nữ,Khỏe
691,7784,Jane,Mèo,Ta,2022-11-25,Nam,Khỏe
692,29717,John,Chó,Ta,2024-06-01,Nam,Khỏe
693,24764,John,Mèo,Ta,2023-09-18,Nữ,Khỏe
694,22837,John,Chó,Ta,2022-12-04,Nữ,Khỏe
695,24536,Jane,Chó,Ta,2021-03-14,Nam,Khỏe
696,5225,John,Mèo,Ta,2022-04-12,Nữ,Khỏe
697,3534,Jane,Chó,Ta,2023-08-01,Nam,Khỏe
698,11150,Jane,Chó,Ta,2021-02-10,Nữ,Khỏe
699,20704,John,Mèo,Ta,2021-08-12,Nam,Khỏe
700,22661,Jane,Chó,Ta,2022-07-06,Nam,Khỏe
701,21795,Jane,Mèo,Ta,2024-08-15,Nữ,Khỏe
702,22779,John,Mèo,Ta,2022-09-28,Nam,Khỏe
703,19815,John,Chó,Ta,2022-11-23,Nam,Khỏe
704,25381,John,Chó,Ta,2021-07-10,Nam,Khỏe
705,18261,John,Mèo,Ta,2023-08-09,Nữ,Khỏe
706,6818,Jane,Chó,Ta,2023-12-30,Nữ,Khỏe
707,6824,John,Chó,Ta,2020-11-23,Nam,Khỏe
708,5355,Jane,Chó,Ta,2023-06-18,Nữ,Khỏe
709,11190,Jane,Chó,Ta,2020-01-13,Nữ,Khỏe
710,17725,Jane,Mèo,Ta,2020-11-23,Nam,Khỏe
711,25478,John,Chó,Ta,2023-06-22,Nữ,Khỏe
712,182,John,Chó,Ta,2020-06-10,Nữ,Khỏe
713,13863,John,Mèo,Ta,2020-02-18,Nam,Khỏe
714,29622,Jane,Chó,Ta,2020-10-27,Nam,Khỏe
715,8523,Jane,Chó,Ta,2023-01-17,Nam,Khỏe
716,25067,Jane,Mèo,Ta,2023-10-24,Nam,Khỏe
717,27944,Jane,Mèo,Ta,2024-07-11,Nữ,Khỏe
718,5674,John,Chó,Ta,2020-02-08,Nữ,Khỏe
719,6278,John,Mèo,Ta,2023-10-18,Nữ,Khỏe
720,29709,John,Mèo,Ta,2022-01-05,Nữ,Khỏe
721,4096,Jane,Chó,Ta,2024-06-25,Nam,Khỏe
722,9562,Jane,Chó,Ta,2023-09-14,Nữ,Khỏe
723,18270,John,Mèo,Ta,2023-12-12,Nam,Khỏe
724,16275,John,Mèo,Ta,2021-06-07,Nam,Khỏe
725,4424,John,Chó,Ta,2021-03-19,Nữ,Khỏe
726,10374,Jane,Mèo,Ta,2023-06-14,Nam,Khỏe
727,6308,John,Chó,Ta,2024-12-03,Nam,Khỏe
728,1835,John,Chó,Ta,2024-04-16,Nam,Khỏe
729,15923,Jane,Mèo,Ta,2021-11-28,Nam,Khỏe
730,4817,John,Mèo,Ta,2023-10-06,Nam,Khỏe
731,5602,Jane,Chó,Ta,2023-03-16,Nữ,Khỏe
732,554,John,Chó,Ta,2022-05-24,Nữ,Khỏe
733,1474,John,Mèo,Ta,2023-09-21,Nam,Khỏe
734,15546,Jane,Mèo,Ta,2023-07-08,Nam,Khỏe
735,6827,John,Chó,Ta,2021-09-02,Nữ,Khỏe
736,7434,John,Mèo,Ta,2023-05-21,Nữ,Khỏe
737,2432,Jane,Mèo,Ta,2021-05-30,Nam,Khỏe
738,2819,Jane,Chó,Ta,2022-07-31,Nữ,Khỏe
739,25489,John,Mèo,Ta,2023-10-31,Nữ,Khỏe
740,17096,John,Chó,Ta,2023-03-06,Nữ,Khỏe
741,7424,John,Mèo,Ta,2022-07-20,Nữ,Khỏe
742,19423,John,Chó,Ta,2023-03-09,Nam,Khỏe
743,11547,Jane,Chó,Ta,2022-03-13,Nam,Khỏe
744,246,Jane,Mèo,Ta,2021-01-26,Nam,Khỏe
745,12848,Jane,Mèo,Ta,2022-10-10,Nam,Khỏe
746,14314,Jane,Chó,Ta,2020-04-05,Nam,Khỏe
747,10034,John,Chó,Ta,2023-09-01,Nữ,Khỏe
748,27792,John,Chó,Ta,2024-10-01,Nữ,Khỏe
749,10396,John,Chó,Ta,2020-09-10,Nữ,Khỏe
750,24565,Jane,Chó,Ta,2022-10-20,Nữ,Khỏe
751,26593,John,Mèo,Ta,2020-02-29,Nữ,Khỏe
752,5636,Jane,Mèo,Ta,2021-12-21,Nam,Khỏe
753,17013,Jane,Mèo,Ta,2022-10-05,Nam,Khỏe
754,26087,John,Chó,Ta,2020-02-17,Nữ,Khỏe
755,20910,Jane,Mèo,Ta,2024-11-06,Nữ,Khỏe
756,14166,John,Mèo,Ta,2023-02-06,Nam,Khỏe
757,23623,John,Mèo,Ta,2022-08-22,Nữ,Khỏe
758,17605,Jane,Chó,Ta,2022-05-13,Nam,Khỏe
759,20407,Jane,Chó,Ta,2020-10-27,Nam,Khỏe
760,13988,John,Chó,Ta,2024-06-25,Nữ,Khỏe
761,3707,John,Chó,Ta,2021-06-23,Nam,Khỏe
762,25209,Jane,Mèo,Ta,2023-11-27,Nữ,Khỏe
763,27337,Jane,Mèo,Ta,2022-06-25,Nam,Khỏe
764,21215,Jane,Chó,Ta,2020-03-11,Nữ,Khỏe
765,16826,John,Chó,Ta,2024-12-18,Nữ,Khỏe
766,11623,John,Mèo,Ta,2023-02-24,Nữ,Khỏe
767,24757,Jane,Chó,Ta,2022-04-05,Nữ,Khỏe
768,26118,John,Mèo,Ta,2022-05-15,Nữ,Khỏe
769,11528,Jane,Mèo,Ta,2022-04-04,Nam,Khỏe
770,10405,Jane,Chó,Ta,2022-12-29,Nữ,Khỏe
771,24578,Jane,Mèo,Ta,2020-02-03,Nam,Khỏe
772,9878,John,Chó,Ta,2023-12-18,Nam,Khỏe
773,23112,Jane,Mèo,Ta,2020-10-13,Nam,Khỏe
774,6442,John,Mèo,Ta,2022-06-01,Nam,Khỏe
775,25025,Jane,Chó,Ta,2021-04-07,Nam,Khỏe
776,22794,Jane,Chó,Ta,2021-10-01,Nữ,Khỏe
777,24730,John,Chó,Ta,2020-08-10,Nữ,Khỏe
778,23422,John,Mèo,Ta,2023-05-14,Nữ,Khỏe
779,17477,Jane,Chó,Ta,2024-06-20,Nam,Khỏe
780,27402,John,Chó,Ta,2024-11-23,Nữ,Khỏe
781,25694,John,Mèo,Ta,2021-12-31,Nữ,Khỏe
782,17938,Jane,Chó,Ta,2024-04-27,Nữ,Khỏe
783,5406,John,Mèo,Ta,2021-05-19,Nữ,Khỏe
784,2402,Jane,Chó,Ta,2020-06-17,Nam,Khỏe
785,2145,John,Mèo,Ta,2020-02-02,Nam,Khỏe
786,9257,Jane,Mèo,Ta,2024-12-01,Nam,Khỏe
787,27992,Jane,Chó,Ta,2024-11-26,Nữ,Khỏe
788,19322,John,Mèo,Ta,2020-10-19,Nữ,Khỏe
789,180,Jane,Chó,Ta,2021-10-27,Nữ,Khỏe
790,20611,Jane,Chó,Ta,2021-01-06,Nam,Khỏe
791,8262,John,Mèo,Ta,2023-07-08,Nam,Khỏe
792,23620,Jane,Mèo,Ta,2021-02-11,Nam,Khỏe
793,6797,John,Mèo,Ta,2021-09-18,Nữ,Khỏe
794,16055,Jane,Chó,Ta,2023-07-29,Nữ,Khỏe
795,9972,John,Mèo,Ta,2022-09-18,Nữ,Khỏe
796,21640,Jane,Mèo,Ta,2023-08-24,Nữ,Khỏe
797,25039,Jane,Chó,Ta,2024-09-20,Nam,Khỏe
798,18094,Jane,Mèo,Ta,2021-08-23,Nữ,Khỏe
799,26717,Jane,Mèo,Ta,2024-08-29,Nữ,Khỏe
800,21688,John,Chó,Ta,2021-12-13,Nữ,Khỏe
801,14822,Jane,Chó,Ta,2022-03-22,Nam,Khỏe
802,28774,John,Chó,Ta,2021-04-23,Nam,Khỏe
803,19825,Jane,Mèo,Ta,2023-01-10,Nữ,Khỏe
804,14892,John,Mèo,Ta,2021-10-06,Nam,Khỏe
805,27163,John,Mèo,Ta,2021-07-21,Nữ,Khỏe
806,7668,John,Chó,Ta,2021-10-01,Nữ,Khỏe
807,6940,John,Mèo,Ta,2021-07-13,Nữ,Khỏe
808,20760,John,Mèo,Ta,2022-01-31,Nữ,Khỏe
809,26126,Jane,Mèo,Ta,2024-01-12,Nữ,Khỏe
810,18879,Jane,Mèo,Ta,2023-09-27,Nam,Khỏe
811,25352,Jane,Mèo,Ta,2020-05-21,Nam,Khỏe
812,8807,Jane,Mèo,Ta,2024-02-21,Nam,Khỏe
813,14031,John,Mèo,Ta,2023-03-19,Nữ,Khỏe
814,24880,John,Mèo,Ta,2023-01-05,Nam,Khỏe
815,5629,Jane,Chó,Ta,2024-09-15,Nam,Khỏe
816,20870,John,Chó,Ta,2024-06-18,Nữ,Khỏe
817,27150,John,Mèo,Ta,2020-10-12,Nữ,Khỏe
818,21131,John,Chó,Ta,2020-01-05,Nam,Khỏe
819,2492,Jane,Mèo,Ta,2024-02-18,Nam,Khỏe
