MADK,MAGT,MATC,NGAYDANGKY,NGAYHETHAN,SOMUIDATIEM
820,3,6571,2023-04-25,,2
821,3,42552,2022-07-21,,3
822,17,35021,2024-09-15,,1
823,5,5423,2023-02-27,,1
824,6,15118,2024-12-16,,3
825,15,12307,2023-12-27,,2
826,15,34338,2024-09-18,,0
827,6,8886,2024-04-08,,4
828,9,24896,2023-12-09,,5
829,16,27344,2024-07-03,,5
830,20,27460,2023-01-11,,3
831,10,1854,2024-08-24,,1
832,7,10406,2024-07-28,,3
833,14,33388,2022-06-17,,1
834,17,29704,2023-11-02,,3
835,18,12495,2022-12-25,,4
836,19,20054,2024-12-04,,1
837,1,33750,2024-01-22,,0
838,12,25442,2024-06-14,,0
839,16,39699,2023-09-17,,5
840,19,23408,2023-06-02,,1
841,18,17394,2022-01-17,,5
842,18,41853,2023-07-12,,2
843,6,8519,2024-03-23,,4
844,8,36557,2024-05-16,,5
845,10,29620,2023-04-28,,5
846,5,16643,2023-05-16,,2
847,9,44438,2024-08-27,,5
848,9,16056,2024-07-23,,5
849,8,25315,2024-05-18,,5
850,10,42933,2022-10-19,,1
851,2,36115,2022-07-20,,3
852,18,17527,2024-05-19,,1
853,20,37607,2024-07-13,,1
854,1,32672,2022-05-18,,3
855,16,26660,2022-05-06,,4
856,8,42921,2023-10-12,,4
857,15,40157,2022-05-21,,5
858,15,4117,2024-11-10,,1
859,11,1557,2023-09-23,,5
860,6,14926,2022-05-19,,2
861,13,29603,2024-08-31,,1
862,2,30070,2024-05-11,,1
863,16,28464,2024-06-14,,5
864,14,36597,2023-03-06,,1
865,1,23828,2022-05-25,,1
866,13,2954,2024-06-24,,2
867,18,4613,2024-04-14,,1
868,3,3951,2023-05-23,,4
869,5,3095,2024-09-15,,0
870,8,44039,2024-11-07,,3
871,9,38455,2023-04-13,,5
872,10,35740,2023-05-19,,2
873,9,39525,2023-10-25,,0
874,4,16899,2024-12-02,,5
875,11,6309,2022-09-01,,2
876,16,21512,2023-12-01,,1
877,20,9262,2022-11-23,,5
878,14,20122,2024-07-05,,2
879,7,5363,2023-10-24,,1
880,2,6315,2023-12-12,,3
881,6,29960,2022-08-31,,0
882,2,22646,2024-09-22,,2
883,4,15792,2023-02-25,,3
884,14,857,2022-09-09,,4
885,7,18281,2022-11-08,,3
886,10,30872,2022-08-31,,5
887,9,25445,2023-11-28,,3
888,18,32665,2024-06-13,,1
889,14,25279,2023-02-19,,2
890,3,32481,2023-08-31,,2
891,7,43833,2022-12-30,,3
892,3,7995,2022-01-10,,1
893,1,426,2022-12-05,,1
894,11,24252,2022-06-19,,5
895,16,15164,2022-09-20,,2
896,16,9104,2024-08-25,,3
897,19,11721,2023-02-04,,0
898,5,41892,2024-04-09,,0
899,5,7584,2024-10-20,,1
900,15,33870,2023-01-28,,2
901,12,8724,2023-07-20,,3
902,4,43735,2022-05-15,,1
903,9,42003,2024-06-29,,4
904,7,20959,2024-05-10,,3
905,4,6397,2022-03-18,,2
906,3,36683,2022-07-23,,3
907,17,19761,2024-10-04,,0
908,12,7575,2024-11-10,,5
909,3,5954,2023-03-15,,2
910,20,15454,2023-03-03,,2
911,13,16874,2022-06-14,,5
912,13,33322,2022-04-26,,1
913,7,40530,2023-07-25,,1
914,4,38551,2023-11-17,,5
915,5,26616,2024-11-26,,3
916,13,15000,2024-08-28,,5
917,7,12389,2024-02-10,,5
918,19,33064,2024-07-08,,3
919,7,43266,2022-08-29,,5
920,10,33432,2024-08-30,,2
921,1,39237,2023-05-08,,4
922,15,42842,2023-01-23,,4
923,6,43090,2023-09-08,,1
924,12,44402,2023-03-02,,3
925,14,34936,2024-06-08,,1
926,1,5443,2024-05-06,,0
927,12,43741,2023-01-11,,3
928,11,2279,2024-08-04,,2
929,5,26839,2024-02-11,,0
930,6,8332,2022-07-22,,0
931,8,29600,2023-10-27,,2
932,6,44949,2023-09-06,,4
933,17,31417,2022-03-31,,5
934,13,22319,2023-11-25,,1
935,19,3840,2023-09-12,,0
936,17,28091,2022-10-15,,5
937,6,29703,2023-05-29,,2
938,9,40122,2023-03-23,,2
939,9,40311,2024-07-27,,5
940,14,18462,2023-04-07,,1
941,20,36824,2022-05-16,,3
942,10,19481,2024-03-19,,0
943,15,16156,2023-08-01,,0
944,19,13942,2022-08-04,,1
945,20,15248,2023-05-31,,3
946,20,26712,2022-05-19,,4
947,6,1825,2022-01-27,,4
948,18,2421,2024-10-03,,3
949,9,1333,2024-06-08,,0
950,20,24390,2022-12-20,,3
951,18,17154,2023-05-14,,3
952,19,28403,2023-03-29,,4
953,2,22247,2022-09-03,,5
954,19,27666,2024-03-27,,0
955,14,15815,2024-01-13,,5
956,3,31303,2022-03-29,,4
957,12,42701,2022-06-08,,3
958,20,41823,2022-07-02,,2
959,4,33432,2022-10-26,,3
960,7,12624,2023-02-04,,1
961,20,13202,2024-05-15,,4
962,10,32148,2022-07-05,,0
963,4,11184,2024-02-25,,3
964,7,2109,2024-08-03,,5
965,4,14050,2024-09-04,,4
966,18,36116,2022-04-29,,0
967,17,29922,2022-05-13,,5
968,9,33356,2024-04-25,,0
969,8,32800,2022-05-25,,3
970,3,44355,2024-03-13,,5
971,20,38191,2022-03-27,,5
972,8,3794,2022-10-14,,5
973,15,31223,2024-01-28,,0
974,5,19557,2024-08-18,,1
975,20,38157,2022-05-06,,3
976,7,30471,2022-02-12,,2
977,19,18383,2023-08-16,,3
978,9,4600,2023-01-16,,5
979,12,37210,2022-08-11,,3
980,17,19442,2024-12-09,,4
981,3,10434,2024-01-09,,4
982,8,21004,2024-12-15,,1
983,15,21967,2023-02-11,,5
984,15,31371,2023-08-03,,3
985,15,3223,2022-09-26,,2
986,7,6905,2024-11-23,,0
987,19,44919,2022-02-04,,1
988,12,24865,2022-10-30,,2
989,7,12937,2023-04-30,,3
990,14,9473,2023-01-09,,5
991,17,22330,2023-08-08,,0
992,19,19472,2022-11-12,,3
993,20,4818,2024-03-02,,4
994,13,40458,2023-03-01,,0
995,20,19676,2024-10-28,,1
996,8,25760,2022-07-30,,5
997,13,40334,2023-11-30,,0
998,16,10339,2024-11-12,,4
999,20,13505,2022-10-11,,4
1000,3,12903,2022-10-26,,1
1001,7,40476,2022-01-27,,1
1002,16,42846,2022-04-08,,5
1003,10,29317,2022-09-12,,5
1004,9,6277,2023-11-26,,5
1005,20,9205,2024-06-22,,4
1006,4,16193,2024-05-20,,2
1007,1,10138,2022-12-07,,2
1008,17,13372,2022-11-10,,2
1009,1,6242,2022-01-02,,0
1010,5,5760,2023-08-25,,2
1011,13,41421,2024-08-14,,0
1012,11,42364,2022-06-14,,5
1013,19,15296,2024-08-30,,1
1014,17,9636,2024-07-06,,0
1015,4,13370,2024-05-28,,0
1016,12,24150,2023-11-22,,2
1017,3,22093,2024-02-19,,4
1018,16,1550,2024-05-02,,1
1019,5,42892,2024-01-08,,5
1020,13,5783,2022-11-30,,5
1021,20,30304,2024-11-30,,1
1022,5,13534,2022-05-14,,4
1023,14,5647,2023-10-01,,4
1024,19,39113,2022-12-16,,0
1025,16,23551,2022-06-27,,4
1026,14,38870,2023-09-23,,5
1027,17,29457,2024-03-15,,0
1028,1,9204,2023-11-19,,2
1029,12,7120,2022-12-13,,3
1030,14,20282,2024-11-17,,1
1031,20,16384,2022-11-01,,4
1032,20,13483,2024-04-26,,3
1033,1,19522,2022-04-09,,4
1034,10,38198,2022-11-23,,5
1035,1,37300,2023-11-28,,1
1036,14,38297,2024-01-22,,3
1037,3,22976,2023-03-22,,3
1038,18,35501,2023-07-02,,4
1039,14,33372,2022-08-30,,1
1040,15,603,2022-09-06,,2
1041,19,33492,2022-01-04,,2
1042,15,23109,2023-06-02,,2
1043,3,13312,2022-09-11,,0
1044,3,35169,2022-07-28,,1
1045,4,18415,2024-05-26,,2
1046,8,6188,2022-04-10,,4
1047,9,22634,2022-09-07,,3
1048,9,36172,2024-05-19,,1
1049,14,430,2024-04-29,,1
1050,19,26825,2023-10-14,,1
1051,2,23069,2023-02-12,,5
1052,2,17698,2024-01-12,,1
1053,11,28859,2024-09-29,,3
1054,2,38652,2022-06-04,,3
1055,16,16981,2022-12-06,,2
1056,11,5739,2022-06-05,,4
1057,14,44173,2024-07-06,,0
1058,20,12563,2022-01-08,,4
1059,19,24794,2024-01-26,,2
1060,2,11967,2023-07-19,,0
1061,16,36638,2023-07-23,,5
1062,16,19933,2023-03-29,,2
1063,8,10453,2023-12-09,,4
1064,12,366,2022-03-28,,3
1065,19,14282,2023-05-18,,1
1066,14,29237,2022-07-03,,0
1067,11,14026,2022-11-25,,4
1068,15,28382,2023-06-25,,0
1069,4,18608,2023-04-29,,5
1070,19,30861,2023-02-06,,3
1071,17,32151,2022-10-13,,0
1072,3,3520,2024-09-01,,5
1073,1,26638,2022-03-04,,2
1074,9,878,2023-01-31,,5
1075,1,17545,2024-03-30,,2
1076,16,11737,2024-04-06,,3
1077,12,42620,2023-02-07,,0
1078,9,9810,2023-10-07,,1
1079,19,26445,2023-10-12,,0
1080,3,4937,2022-05-16,,0
1081,8,19711,2023-03-19,,2
1082,11,24086,2024-08-19,,5
1083,3,38211,2024-04-26,,5
1084,4,39580,2024-09-24,,3
1085,14,32686,2023-03-06,,4
1086,4,17861,2022-05-02,,4
1087,3,126,2022-03-24,,2
1088,15,5635,2023-12-22,,1
1089,3,5377,2022-04-18,,5
1090,12,414,2023-11-13,,2
1091,11,23893,2024-06-04,,3
1092,12,32937,2022-07-04,,5
1093,1,40986,2023-05-26,,0
1094,5,41162,2024-10-27,,1
1095,19,35553,2024-08-06,,4
1096,10,36428,2022-01-17,,2
1097,15,6981,2023-02-10,,2
1098,6,39410,2023-10-08,,0
1099,13,10521,2022-05-28,,2
1100,18,38766,2024-08-06,,0
1101,15,20815,2022-11-07,,5
1102,2,6872,2023-01-04,,5
1103,2,6434,2022-10-10,,1
1104,10,991,2023-10-08,,3
1105,15,22371,2024-08-17,,1
1106,11,44619,2023-12-13,,2
1107,10,30035,2024-12-19,,0
1108,18,42603,2024-04-06,,5
1109,2,37202,2022-07-17,,0
1110,15,3694,2023-01-16,,3
1111,18,41339,2024-01-28,,4
1112,6,18398,2023-10-09,,4
1113,5,42853,2023-05-30,,4
1114,18,15934,2024-09-08,,0
1115,12,28261,2022-05-02,,4
1116,4,12844,2022-06-09,,1
1117,1,41387,2023-11-11,,2
1118,1,9680,2024-12-16,,2
1119,20,7697,2023-04-01,,2
1120,17,44904,2024-02-01,,2
1121,6,34102,2024-04-11,,3
1122,17,26274,2024-07-08,,4
1123,19,23644,2022-03-22,,3
1124,15,22989,2022-03-09,,2
1125,3,28040,2023-06-28,,0
1126,10,19802,2022-03-23,,3
1127,17,31904,2023-06-12,,0
1128,1,39512,2023-11-23,,2
1129,17,39528,2024-12-07,,1
1130,1,38656,2024-11-07,,0
1131,7,25433,2022-07-05,,0
1132,4,43766,2022-03-24,,1
1133,19,29780,2022-02-07,,0
1134,19,9461,2023-06-04,,5
1135,3,10419,2023-11-22,,4
1136,15,3051,2023-01-24,,3
1137,15,27707,2023-11-09,,4
1138,4,25008,2022-06-18,,1
1139,8,34328,2022-11-30,,5
1140,12,9623,2022-03-13,,0
1141,18,16470,2024-09-13,,3
1142,7,24222,2024-04-01,,3
1143,14,9172,2023-12-18,,0
1144,1,38061,2024-10-10,,3
1145,11,13248,2024-08-26,,5
1146,12,31996,2023-05-08,,0
1147,15,4795,2024-04-01,,2
1148,7,23177,2024-12-02,,0
1149,18,5405,2024-01-24,,4
1150,12,14801,2024-09-11,,4
1151,18,12241,2023-02-21,,5
1152,11,12276,2023-09-01,,5
1153,3,13699,2023-02-21,,1
1154,19,30107,2023-08-15,,2
1155,13,25019,2023-03-05,,4
1156,7,19670,2024-09-24,,1
1157,7,33072,2022-04-08,,4
1158,5,18351,2022-12-11,,2
1159,12,32004,2023-03-17,,4
1160,5,43820,2022-08-28,,2
1161,10,22940,2022-09-17,,1
1162,18,26619,2023-06-25,,2
1163,8,19779,2022-03-13,,3
1164,14,2669,2022-02-03,,2
1165,13,30936,2024-11-15,,2
1166,19,23777,2024-06-29,,2
1167,3,4511,2022-08-18,,0
1168,15,34961,2023-08-16,,1
1169,12,8287,2023-02-02,,4
1170,19,20354,2023-11-07,,2
1171,10,2832,2024-12-01,,3
1172,12,4116,2024-12-19,,5
1173,6,37052,2022-09-28,,2
1174,7,33026,2024-08-26,,4
1175,8,44086,2024-12-21,,4
1176,9,23779,2022-05-30,,5
1177,17,29635,2023-08-12,,1
1178,13,11078,2024-03-09,,1
1179,4,18934,2023-09-29,,0
1180,1,16129,2024-04-21,,1
1181,13,36615,2024-12-13,,0
1182,8,6493,2022-04-03,,3
1183,1,12271,2022-04-13,,3
1184,15,1030,2023-06-04,,1
1185,16,42022,2023-11-07,,3
1186,10,471,2022-12-12,,1
1187,9,20804,2024-07-24,,2
1188,3,11044,2023-03-23,,1
1189,2,20670,2022-07-18,,4
1190,6,36712,2023-03-01,,1
1191,1,6231,2022-05-09,,3
1192,3,33510,2023-02-07,,0
1193,18,10453,2024-01-21,,4
1194,7,38618,2024-01-10,,2
1195,3,22400,2022-02-21,,5
1196,3,6706,2022-08-25,,0
1197,7,19478,2022-05-27,,5
1198,10,25056,2023-09-25,,0
1199,14,16184,2024-05-20,,1
1200,5,20225,2023-01-02,,5
1201,9,28845,2023-08-12,,5
1202,8,26501,2023-10-29,,4
1203,18,29535,2023-02-06,,2
1204,7,39591,2023-08-08,,5
1205,17,41188,2023-04-06,,4
1206,12,3540,2024-03-08,,0
1207,18,44550,2024-06-10,,3
1208,12,28062,2024-12-24,,2
1209,2,8004,2023-09-16,,0
1210,17,41720,2024-07-24,,4
1211,13,3338,2023-12-29,,0
1212,19,39724,2022-02-24,,5
1213,1,20673,2024-09-17,,5
1214,13,8951,2022-08-23,,1
1215,6,2310,2024-10-04,,5
1216,17,1059,2024-01-09,,5
1217,3,31466,2022-01-16,,4
1218,4,7156,2022-05-02,,0
1219,1,32570,2022-06-29,,3
1220,10,16769,2022-07-11,,1
1221,14,11302,2023-05-19,,2
1222,20,26577,2023-12-15,,0
1223,12,23893,2024-09-04,,4
1224,5,43936,2022-10-22,,5
1225,18,36699,2023-09-25,,5
1226,20,10198,2022-11-30,,4
1227,20,31227,2023-08-14,,2
1228,7,11099,2023-03-23,,3
1229,4,43272,2022-05-06,,4
1230,2,28662,2024-10-18,,3
1231,20,5281,2022-11-27,,1
1232,14,2353,2022-08-09,,1
1233,11,34440,2024-06-02,,2
1234,12,37242,2024-07-19,,3
1235,14,40396,2023-09-09,,1
1236,11,39089,2022-02-28,,5
1237,9,14976,2023-03-30,,2
1238,15,37088,2024-09-15,,1
1239,18,39631,2023-12-03,,0
1240,10,14957,2022-11-25,,2
1241,4,13776,2022-07-29,,1
1242,1,36972,2023-12-05,,1
1243,10,8275,2023-01-10,,4
1244,8,7679,2024-04-04,,3
1245,13,23698,2024-01-29,,1
1246,4,14420,2023-09-13,,4
1247,15,601,2023-01-12,,4
1248,9,34887,2022-10-15,,4
1249,2,41116,2024-03-08,,4
1250,17,17092,2023-02-27,,5
1251,9,35082,2022-02-03,,1
1252,4,17381,2023-02-06,,4
1253,18,32463,2022-08-14,,2
1254,12,17709,2022-07-20,,4
1255,4,21735,2022-06-05,,3
1256,11,33036,2023-10-07,,2
1257,12,7590,2023-11-15,,2
1258,16,39965,2023-09-28,,5
1259,15,11572,2022-07-02,,3
1260,12,11265,2023-09-30,,1
1261,12,26421,2023-10-04,,1
1262,15,11208,2022-06-08,,2
1263,2,13923,2022-01-16,,4
1264,6,5870,2023-09-21,,1
1265,19,28412,2022-05-24,,1
1266,8,43919,2022-07-30,,3
1267,9,7885,2024-10-23,,3
1268,14,12810,2022-09-28,,4
1269,3,15772,2024-02-08,,4
1270,6,2845,2024-01-10,,0
1271,16,6533,2024-07-19,,3
1272,9,27509,2023-12-24,,2
1273,12,23105,2023-02-02,,0
1274,18,32116,2023-08-21,,4
1275,15,7152,2024-11-04,,0
1276,2,44788,2022-05-08,,2
1277,9,20028,2022-06-08,,1
1278,7,32228,2022-06-28,,0
1279,8,12231,2022-08-14,,0
1280,18,43050,2024-03-31,,0
1281,17,39549,2023-12-23,,0
1282,20,41506,2024-03-27,,3
1283,6,32762,2024-11-11,,2
1284,8,25237,2023-01-21,,1
1285,1,8648,2022-11-12,,4
1286,4,23772,2023-12-15,,2
1287,8,43698,2024-05-17,,4
1288,5,1770,2023-02-18,,4
1289,15,23424,2023-05-08,,2
1290,14,8622,2023-11-23,,0
1291,18,4608,2024-05-13,,0
1292,14,22270,2023-03-14,,3
1293,9,22912,2022-10-07,,0
1294,15,14433,2022-10-12,,1
1295,11,26487,2022-02-13,,2
1296,17,2240,2024-10-30,,1
1297,6,26558,2022-08-19,,0
1298,6,20069,2023-05-19,,4
1299,3,37069,2022-12-30,,2
1300,4,12522,2024-02-06,,1
1301,12,20017,2023-12-03,,2
1302,13,17459,2022-06-08,,5
1303,4,8420,2024-11-04,,1
1304,13,16495,2024-07-18,,3
1305,10,22378,2022-09-19,,3
1306,2,2633,2022-12-18,,1
1307,1,35103,2023-08-10,,5
1308,10,40116,2024-11-29,,5
1309,4,25808,2023-05-24,,5
1310,18,3248,2023-02-19,,5
1311,14,38069,2022-03-29,,1
1312,20,38997,2024-04-08,,2
1313,16,41595,2022-09-14,,3
1314,11,25201,2022-08-20,,5
1315,4,9001,2023-08-24,,2
1316,2,38794,2023-02-21,,0
1317,9,26218,2023-08-26,,5
1318,8,42327,2023-01-29,,5
1319,1,22737,2024-02-18,,4
1320,1,12525,2023-03-22,,3
1321,11,15689,2024-02-26,,1
1322,15,10837,2022-09-21,,0
1323,11,32915,2024-01-27,,3
1324,5,28362,2023-09-07,,4
1325,19,23196,2024-08-06,,2
1326,12,40092,2024-03-02,,4
1327,8,32364,2024-07-25,,5
1328,3,40172,2022-12-06,,2
1329,12,17575,2022-05-10,,3
1330,15,15574,2022-08-27,,2
1331,16,18390,2023-12-07,,5
1332,6,37244,2024-12-11,,4
1333,20,38845,2023-07-28,,0
1334,5,38666,2023-06-08,,1
1335,17,20889,2023-05-07,,0
1336,3,11502,2023-05-23,,3
1337,6,17049,2023-04-25,,5
1338,18,42913,2024-07-31,,0
1339,5,44066,2024-02-03,,2
1340,12,5671,2022-12-15,,3
1341,8,26599,2022-04-11,,4
1342,15,13144,2022-08-17,,3
1343,10,4291,2024-07-27,,1
1344,9,26327,2023-09-01,,2
1345,16,30664,2023-06-20,,2
1346,3,4833,2024-07-04,,5
1347,6,31789,2022-01-12,,2
1348,7,42878,2023-09-24,,0
1349,16,19790,2024-05-22,,3
1350,13,6217,2024-04-11,,4
1351,17,33631,2023-07-01,,1
1352,16,36004,2022-09-20,,5
1353,6,26314,2022-11-26,,2
1354,13,27760,2022-08-03,,2
1355,20,31475,2024-06-23,,0
1356,11,10967,2022-05-21,,4
1357,9,2906,2023-12-09,,3
1358,14,19824,2022-04-08,,4
1359,11,9997,2024-07-28,,0
1360,8,41389,2023-05-10,,5
1361,12,29028,2023-02-06,,2
1362,5,23911,2023-09-25,,3
1363,11,23007,2022-07-08,,3
1364,9,28634,2024-03-01,,2
1365,8,5742,2024-02-25,,2
1366,18,9959,2022-06-23,,2
1367,17,22478,2023-11-09,,3
1368,16,9818,2023-08-27,,0
1369,9,8625,2023-12-18,,3
1370,18,4047,2024-01-17,,2
1371,12,32863,2024-11-15,,0
1372,4,767,2024-11-09,,5
1373,1,6405,2022-08-19,,4
1374,15,37894,2022-11-25,,1
1375,2,42214,2022-01-30,,3
1376,9,41716,2022-05-22,,2
1377,14,22212,2022-01-19,,2
1378,2,28908,2024-10-23,,2
1379,7,42037,2022-03-22,,1
1380,5,8976,2023-10-29,,2
1381,1,11541,2023-06-16,,3
1382,13,17700,2023-08-19,,5
1383,7,15168,2022-05-31,,0
1384,11,25794,2022-05-23,,4
1385,8,19310,2024-10-12,,1
1386,16,12030,2023-04-17,,0
1387,3,36805,2024-11-27,,2
1388,9,1988,2023-08-01,,0
1389,16,30071,2023-04-12,,3
1390,12,3179,2022-02-14,,4
1391,12,11462,2022-02-07,,3
1392,14,27591,2024-08-09,,1
1393,15,5131,2024-09-20,,4
1394,6,35641,2022-01-20,,1
1395,14,12194,2024-02-08,,1
1396,8,32769,2023-07-09,,2
1397,8,37904,2023-07-26,,5
1398,17,28386,2024-11-10,,4
1399,20,33882,2024-10-26,,4
1400,11,12725,2022-02-28,,3
1401,5,3183,2022-06-05,,0
1402,10,31725,2024-04-28,,1
1403,7,31365,2023-05-11,,1
1404,12,33622,2023-09-30,,3
1405,8,34603,2023-08-19,,2
1406,18,8941,2023-04-17,,5
1407,6,13699,2024-06-24,,4
1408,4,19263,2023-06-29,,2
1409,15,945,2023-09-19,,0
1410,10,18974,2023-01-19,,3
1411,9,12834,2022-04-09,,0
1412,20,20463,2022-08-13,,4
1413,17,21620,2023-03-03,,3
1414,6,35049,2023-05-09,,2
1415,3,15143,2023-05-21,,3
1416,11,38325,2023-08-11,,0
1417,2,40072,2024-11-24,,2
1418,3,42985,2022-05-03,,3
1419,9,5327,2023-02-06,,5
1420,3,33186,2023-04-30,,5
1421,12,32689,2024-07-28,,0
1422,11,34476,2022-03-29,,2
1423,17,6237,2023-09-16,,2
1424,8,12764,2023-12-10,,4
1425,1,13883,2023-03-02,,0
1426,1,12098,2023-12-19,,3
1427,5,4378,2024-07-19,,2
1428,20,31599,2022-09-10,,3
1429,17,30881,2024-10-24,,4
1430,18,39242,2024-03-08,,5
1431,4,36321,2023-09-04,,3
1432,20,27139,2022-04-26,,4
1433,19,3325,2024-01-31,,1
1434,5,20222,2023-06-04,,0
1435,7,37431,2024-02-26,,3
1436,17,38421,2023-04-24,,1
1437,6,28897,2023-11-20,,5
1438,2,11132,2023-12-04,,1
1439,13,27818,2022-05-27,,1
1440,9,19796,2024-07-15,,0
1441,9,27886,2024-04-22,,1
1442,5,41118,2024-05-12,,1
1443,8,30509,2024-11-24,,5
1444,7,32818,2023-10-11,,1
1445,19,40328,2023-05-18,,3
1446,19,39885,2022-06-28,,3
1447,5,33390,2023-06-20,,5
1448,16,40996,2023-06-30,,4
1449,12,26346,2022-06-05,,3
1450,2,43026,2022-07-12,,4
1451,11,2527,2023-12-25,,1
1452,19,19679,2022-08-31,,4
1453,10,39809,2022-07-24,,2
1454,8,14618,2024-01-22,,3
1455,17,9815,2024-11-06,,5
1456,7,19115,2022-01-21,,3
1457,13,84,2023-05-04,,2
1458,2,44099,2023-05-09,,2
1459,6,37509,2023-05-07,,1
1460,15,20240,2022-09-04,,4
1461,15,15490,2022-03-14,,5
1462,11,13644,2022-12-16,,5
1463,7,24090,2022-10-30,,1
1464,4,42720,2023-08-11,,3
1465,16,24332,2022-07-13,,1
1466,15,38164,2023-06-27,,1
1467,14,42875,2022-10-29,,2
1468,3,42471,2024-07-19,,1
1469,5,30914,2024-09-30,,3
1470,5,34422,2023-12-22,,5
1471,20,8449,2023-04-25,,1
1472,16,9370,2024-08-27,,4
1473,6,26770,2023-12-18,,0
1474,12,30514,2024-11-04,,4
1475,15,31977,2022-11-11,,2
1476,8,39660,2023-01-08,,5
1477,18,41811,2024-11-23,,2
1478,1,2508,2023-05-07,,3
1479,19,18636,2022-07-28,,1
1480,19,32754,2023-05-31,,3
1481,19,12004,2023-10-29,,1
1482,20,716,2023-09-28,,4
1483,9,15608,2022-01-14,,2
1484,11,32697,2022-07-16,,0
1485,13,23319,2022-09-25,,3
1486,18,2922,2022-11-20,,4
1487,14,41828,2024-10-16,,5
1488,15,40456,2024-05-11,,1
1489,16,42247,2023-12-09,,1
1490,3,20183,2022-05-21,,1
1491,19,9710,2022-06-13,,5
1492,7,30154,2024-03-05,,2
1493,10,5938,2024-03-22,,1
1494,8,30625,2022-08-20,,2
1495,11,37229,2022-03-28,,0
1496,10,17516,2022-11-30,,4
1497,10,11256,2022-07-18,,4
1498,2,1313,2022-06-13,,3
1499,3,9752,2022-05-15,,3
1500,19,1701,2024-04-01,,2
1501,5,3026,2022-02-08,,2
1502,11,748,2022-11-28,,2
1503,3,11629,2023-05-24,,4
1504,7,16600,2022-04-11,,1
1505,6,10445,2022-06-25,,5
1506,12,16125,2023-11-05,,0
1507,5,20792,2023-01-14,,0
1508,2,2561,2022-01-19,,0
1509,9,34111,2022-06-18,,4
1510,17,5563,2023-12-22,,4
1511,14,5829,2024-11-12,,4
1512,1,13727,2024-02-23,,1
1513,5,36471,2023-11-07,,2
1514,10,40870,2022-07-30,,2
1515,12,32032,2024-09-12,,4
1516,1,6849,2024-07-09,,3
1517,3,37178,2023-01-30,,4
1518,7,44565,2022-03-14,,2
1519,4,8690,2022-11-21,,0
1520,7,16222,2022-10-16,,3
1521,7,18912,2023-12-08,,4
1522,5,20074,2022-03-03,,5
1523,17,29007,2024-01-04,,1
1524,2,39655,2022-11-07,,2
1525,1,34638,2023-07-25,,2
1526,19,1498,2024-07-19,,0
1527,19,13835,2022-01-07,,2
1528,9,2490,2024-11-14,,5
1529,11,22701,2022-07-25,,3
1530,13,19885,2024-10-15,,4
1531,8,44633,2023-01-03,,4
1532,9,9944,2023-08-16,,3
1533,16,994,2024-06-15,,5
1534,20,22139,2024-11-13,,0
1535,15,26627,2024-03-11,,1
1536,5,43736,2024-07-11,,0
1537,9,25416,2023-10-03,,3
1538,8,30264,2024-06-20,,5
1539,6,14727,2023-01-04,,1
1540,5,44162,2024-05-20,,2
1541,14,30051,2024-05-09,,1
1542,8,32527,2022-03-17,,0
1543,6,44724,2024-05-22,,1
1544,15,28514,2022-06-25,,5
1545,14,29023,2023-06-09,,5
1546,18,7939,2022-06-30,,4
1547,13,7978,2023-05-02,,1
1548,4,14283,2022-10-14,,0
1549,16,25338,2024-12-05,,5
1550,7,15249,2024-11-06,,3
1551,15,13818,2022-07-08,,5
1552,3,29644,2022-03-04,,2
1553,3,44083,2023-09-08,,3
1554,6,9259,2024-01-04,,1
1555,8,28515,2024-07-01,,0
1556,6,3391,2022-03-16,,5
1557,8,32521,2022-04-27,,2
1558,1,36745,2022-07-21,,0
1559,12,16490,2024-04-03,,2
1560,10,33770,2023-03-06,,0
1561,4,35539,2024-08-25,,2
1562,16,13177,2023-09-01,,5
1563,20,8249,2022-09-01,,3
1564,2,37111,2022-11-25,,5
1565,15,30701,2024-07-03,,3
1566,6,44442,2024-04-20,,3
1567,11,34828,2023-03-22,,0
1568,11,41668,2023-05-29,,4
1569,10,23192,2024-10-12,,1
1570,11,10673,2023-05-18,,4
1571,7,7709,2022-08-28,,0
1572,1,44982,2022-10-20,,4
1573,10,25895,2023-02-22,,4
1574,8,21555,2023-01-11,,2
1575,12,32295,2022-06-13,,5
1576,11,29622,2022-11-20,,5
1577,5,26347,2023-12-30,,1
1578,8,38459,2023-12-16,,2
1579,19,42757,2024-06-21,,0
1580,14,19524,2024-09-07,,3
1581,13,6371,2024-01-22,,5
1582,2,11673,2022-11-09,,0
1583,17,13478,2023-07-15,,1
1584,15,41776,2024-07-13,,2
1585,6,32532,2023-11-15,,1
1586,13,9138,2022-09-03,,5
1587,6,2989,2022-09-05,,0
1588,5,28564,2024-02-11,,4
1589,13,25780,2022-07-25,,0
1590,15,36686,2022-01-22,,2
1591,3,17915,2024-02-17,,4
1592,14,16605,2022-10-11,,5
1593,8,29359,2022-10-05,,3
1594,3,36845,2022-03-16,,5
1595,17,15854,2022-03-21,,3
1596,9,31950,2022-05-16,,5
1597,17,28826,2023-04-23,,1
1598,10,33291,2023-10-06,,3
1599,18,16783,2024-08-29,,0
1600,14,15918,2023-06-09,,0
1601,18,27120,2022-06-12,,5
1602,11,33465,2024-02-19,,0
1603,11,31877,2023-08-08,,4
1604,7,40414,2024-11-06,,3
1605,1,6815,2023-05-18,,4
