MADG,MATK,DIEMDG,THAIDONV,MUCDOHAILONG,BINHLUAN
634,25621,8,3,7,Dịch vụ tốt
635,23566,1,5,1,Dịch vụ tốt
636,27519,10,1,9,Dịch vụ tốt
637,18564,3,8,10,Dịch vụ tốt
638,25604,4,6,10,Dịch vụ tốt
639,18911,6,10,4,Dịch vụ tốt
640,28293,7,4,1,Dịch vụ tốt
641,1219,7,9,4,Dịch vụ tốt
642,13611,9,6,4,Dịch vụ tốt
643,12921,6,4,10,Dịch vụ tốt
644,19440,7,1,9,Dịch vụ tốt
645,29872,7,6,4,Dịch vụ tốt
646,13848,2,2,1,Dịch vụ tốt
647,7979,3,4,2,Dịch vụ tốt
648,16679,3,10,10,Dịch vụ tốt
649,28416,10,10,4,Dịch vụ tốt
650,9445,1,8,5,Dịch vụ tốt
651,17469,4,10,2,Dịch vụ tốt
652,10525,4,5,1,Dịch vụ tốt
653,12259,9,2,3,Dịch vụ tốt
654,27155,6,2,10,Dịch vụ tốt
655,6887,4,2,5,Dịch vụ tốt
656,8591,1,4,2,Dịch vụ tốt
657,18816,2,8,2,Dịch vụ tốt
658,11336,2,8,4,Dịch vụ tốt
659,23175,9,10,2,Dịch vụ tốt
660,20396,2,8,8,Dịch vụ tốt
661,19193,4,9,3,Dịch vụ tốt
662,6593,2,8,1,Dịch vụ tốt
663,10649,3,6,3,Dịch vụ tốt
664,13009,10,9,9,Dịch vụ tốt
665,28598,8,9,10,Dịch vụ tốt
666,316,2,1,5,Dịch vụ tốt
667,27528,3,10,6,Dịch vụ tốt
668,25564,4,2,7,Dịch vụ tốt
669,19389,4,9,1,Dịch vụ tốt
670,1492,7,2,6,Dịch vụ tốt
671,16859,9,2,10,Dịch vụ tốt
672,6963,1,4,1,Dịch vụ tốt
673,26696,6,2,7,Dịch vụ tốt
674,20775,2,7,8,Dịch vụ tốt
675,3159,1,5,4,Dịch vụ tốt
676,22371,2,2,2,Dịch vụ tốt
677,9105,10,1,2,Dịch vụ tốt
678,255,5,10,10,Dịch vụ tốt
679,27164,2,4,6,Dịch vụ tốt
680,249,1,4,2,Dịch vụ tốt
681,15071,8,4,6,Dịch vụ tốt
682,22234,3,2,3,Dịch vụ tốt
683,7164,8,2,1,Dịch vụ tốt
684,14068,3,2,9,Dịch vụ tốt
685,3873,7,6,10,Dịch vụ tốt
686,25534,10,7,10,Dịch vụ tốt
687,16482,1,8,3,Dịch vụ tốt
688,3273,10,2,4,Dịch vụ tốt
689,1427,2,1,4,Dịch vụ tốt
690,18982,5,9,8,Dịch vụ tốt
691,26606,7,10,6,Dịch vụ tốt
692,7805,9,9,2,Dịch vụ tốt
693,29767,3,5,1,Dịch vụ tốt
694,44,2,3,10,Dịch vụ tốt
695,7385,8,10,5,Dịch vụ tốt
696,7830,4,3,7,Dịch vụ tốt
697,27703,6,9,6,Dịch vụ tốt
698,16501,1,8,8,Dịch vụ tốt
699,28342,6,8,9,Dịch vụ tốt
700,14150,7,3,3,Dịch vụ tốt
701,4110,8,2,9,Dịch vụ tốt
702,16304,9,6,2,Dịch vụ tốt
703,17886,2,6,10,Dịch vụ tốt
704,24225,4,7,7,Dịch vụ tốt
705,18138,4,7,7,Dịch vụ tốt
706,5017,2,3,9,Dịch vụ tốt
707,11032,9,3,7,Dịch vụ tốt
708,13297,9,3,1,Dịch vụ tốt
709,25629,9,4,8,Dịch vụ tốt
710,26864,2,5,4,Dịch vụ tốt
711,2003,10,6,2,Dịch vụ tốt
712,4564,8,6,3,Dịch vụ tốt
713,13147,7,7,4,Dịch vụ tốt
714,16127,2,5,6,Dịch vụ tốt
715,24136,4,5,10,Dịch vụ tốt
716,11212,2,9,2,Dịch vụ tốt
717,22226,3,1,2,Dịch vụ tốt
718,6600,4,9,10,Dịch vụ tốt
719,2206,7,3,7,Dịch vụ tốt
720,17098,1,6,7,Dịch vụ tốt
721,6185,5,4,4,Dịch vụ tốt
722,8835,7,1,3,Dịch vụ tốt
723,14525,3,10,9,Dịch vụ tốt
724,24911,5,8,4,Dịch vụ tốt
725,15244,3,2,6,Dịch vụ tốt
726,6507,9,4,8,Dịch vụ tốt
727,18089,9,10,6,Dịch vụ tốt
728,28849,9,1,8,Dịch vụ tốt
729,5982,8,2,6,Dịch vụ tốt
730,28381,6,1,9,Dịch vụ tốt
731,10507,8,7,1,Dịch vụ tốt
732,23569,7,9,4,Dịch vụ tốt
733,9912,3,2,2,Dịch vụ tốt
734,16810,3,5,6,Dịch vụ tốt
735,25911,5,7,4,Dịch vụ tốt
736,5112,9,10,4,Dịch vụ tốt
737,27503,6,5,6,Dịch vụ tốt
738,21741,6,7,10,Dịch vụ tốt
739,4473,10,2,1,Dịch vụ tốt
740,15775,7,2,10,Dịch vụ tốt
741,11128,5,8,8,Dịch vụ tốt
742,9401,1,1,3,Dịch vụ tốt
743,6392,9,8,10,Dịch vụ tốt
744,11588,4,7,7,Dịch vụ tốt
745,11753,2,9,8,Dịch vụ tốt
746,29005,4,3,7,Dịch vụ tốt
747,12622,6,4,6,Dịch vụ tốt
748,1323,6,6,3,Dịch vụ tốt
749,27636,3,6,8,Dịch vụ tốt
750,16111,2,10,9,Dịch vụ tốt
751,15751,1,9,7,Dịch vụ tốt
752,380,6,2,4,Dịch vụ tốt
753,16650,8,9,10,Dịch vụ tốt
754,28068,2,1,7,Dịch vụ tốt
755,9675,8,5,4,Dịch vụ tốt
756,24750,4,5,1,Dịch vụ tốt
757,23867,1,5,9,Dịch vụ tốt
758,20486,5,1,7,Dịch vụ tốt
759,6250,9,2,5,Dịch vụ tốt
760,29308,5,2,7,Dịch vụ tốt
761,19470,9,5,8,Dịch vụ tốt
762,14800,3,3,6,Dịch vụ tốt
763,26838,8,9,2,Dịch vụ tốt
764,5440,7,9,3,Dịch vụ tốt
765,8622,5,10,2,Dịch vụ tốt
766,2919,3,9,2,Dịch vụ tốt
767,3584,2,1,7,Dịch vụ tốt
768,27230,7,10,10,Dịch vụ tốt
769,11029,3,10,5,Dịch vụ tốt
770,18528,2,6,1,Dịch vụ tốt
771,19983,4,9,8,Dịch vụ tốt
772,21999,8,7,7,Dịch vụ tốt
773,21797,1,5,4,Dịch vụ tốt
774,17735,8,7,10,Dịch vụ tốt
775,525,2,2,1,Dịch vụ tốt
776,13303,4,1,4,Dịch vụ tốt
777,4603,2,1,1,Dịch vụ tốt
778,28156,6,2,5,Dịch vụ tốt
779,22229,5,6,4,Dịch vụ tốt
780,10460,9,1,5,Dịch vụ tốt
781,29282,7,3,1,Dịch vụ tốt
782,28010,9,4,7,Dịch vụ tốt
783,4667,3,5,5,Dịch vụ tốt
784,12195,9,6,4,Dịch vụ tốt
785,19837,2,7,5,Dịch vụ tốt
786,17992,8,8,10,Dịch vụ tốt
787,3166,9,5,7,Dịch vụ tốt
788,6912,4,6,2,Dịch vụ tốt
789,3873,1,3,5,Dịch vụ tốt
790,5606,5,1,5,Dịch vụ tốt
791,9996,6,7,7,Dịch vụ tốt
792,11718,9,5,3,Dịch vụ tốt
793,8338,7,1,8,Dịch vụ tốt
794,819,5,9,4,Dịch vụ tốt
795,13044,9,9,4,Dịch vụ tốt
796,19900,4,7,4,Dịch vụ tốt
797,29583,10,1,7,Dịch vụ tốt
798,4761,5,4,1,Dịch vụ tốt
799,26453,9,4,3,Dịch vụ tốt
800,9331,4,3,4,Dịch vụ tốt
801,157,9,6,6,Dịch vụ tốt
802,14953,3,1,8,Dịch vụ tốt
803,21886,7,9,2,Dịch vụ tốt
804,5460,6,1,8,Dịch vụ tốt
805,7857,7,10,6,Dịch vụ tốt
806,18775,5,7,1,Dịch vụ tốt
807,25505,1,10,3,Dịch vụ tốt
808,9766,3,8,6,Dịch vụ tốt
809,4100,4,6,10,Dịch vụ tốt
810,26588,1,3,4,Dịch vụ tốt
811,12120,1,9,10,Dịch vụ tốt
812,1104,1,7,2,Dịch vụ tốt
813,11712,2,6,9,Dịch vụ tốt
814,26745,2,7,10,Dịch vụ tốt
815,17521,5,10,8,Dịch vụ tốt
816,13829,9,3,7,Dịch vụ tốt
817,23652,10,8,5,Dịch vụ tốt
818,13327,6,8,3,Dịch vụ tốt
819,28123,4,7,3,Dịch vụ tốt
820,15534,7,3,4,Dịch vụ tốt
821,4086,1,9,5,Dịch vụ tốt
822,16941,1,9,2,Dịch vụ tốt
823,3097,3,7,5,Dịch vụ tốt
824,7689,9,10,6,Dịch vụ tốt
825,26128,3,6,8,Dịch vụ tốt
826,18195,9,1,2,Dịch vụ tốt
827,25054,2,4,2,Dịch vụ tốt
828,18676,10,1,8,Dịch vụ tốt
829,23696,10,1,9,Dịch vụ tốt
830,27676,7,2,4,Dịch vụ tốt
831,3073,7,7,6,Dịch vụ tốt
832,2829,10,6,4,Dịch vụ tốt
833,3281,4,3,3,Dịch vụ tốt
834,7105,9,4,8,Dịch vụ tốt
835,1168,8,3,5,Dịch vụ tốt
836,8565,6,5,4,Dịch vụ tốt
837,7531,3,9,8,Dịch vụ tốt
838,11481,10,7,1,Dịch vụ tốt
839,27793,7,1,6,Dịch vụ tốt
840,20538,9,7,3,Dịch vụ tốt
841,17929,9,7,3,Dịch vụ tốt
842,27784,8,7,8,Dịch vụ tốt
843,29891,1,3,1,Dịch vụ tốt
844,15679,8,8,10,Dịch vụ tốt
845,25170,6,8,4,Dịch vụ tốt
846,9279,3,1,10,Dịch vụ tốt
847,22996,2,5,4,Dịch vụ tốt
848,8524,3,8,3,Dịch vụ tốt
849,12428,7,7,5,Dịch vụ tốt
850,28036,9,7,3,Dịch vụ tốt
851,29718,4,3,5,Dịch vụ tốt
852,6849,8,10,8,Dịch vụ tốt
853,10548,9,2,2,Dịch vụ tốt
854,19543,7,10,8,Dịch vụ tốt
855,23593,1,5,5,Dịch vụ tốt
856,19999,2,1,5,Dịch vụ tốt
857,18181,8,2,2,Dịch vụ tốt
858,7730,1,8,1,Dịch vụ tốt
859,13161,5,6,4,Dịch vụ tốt
860,25983,4,3,8,Dịch vụ tốt
861,7002,9,2,2,Dịch vụ tốt
862,6104,4,8,1,Dịch vụ tốt
863,14771,6,9,2,Dịch vụ tốt
864,27459,1,7,4,Dịch vụ tốt
865,14877,2,7,8,Dịch vụ tốt
866,4418,9,8,8,Dịch vụ tốt
867,11384,7,9,2,Dịch vụ tốt
868,15523,2,5,1,Dịch vụ tốt
869,13313,6,5,4,Dịch vụ tốt
870,28433,5,2,9,Dịch vụ tốt
871,26196,2,1,5,Dịch vụ tốt
872,27602,7,10,10,Dịch vụ tốt
873,21805,2,6,5,Dịch vụ tốt
874,14730,9,10,5,Dịch vụ tốt
875,26436,2,5,10,Dịch vụ tốt
876,13310,3,4,9,Dịch vụ tốt
877,28235,1,1,2,Dịch vụ tốt
878,23978,8,6,1,Dịch vụ tốt
879,22427,10,2,5,Dịch vụ tốt
880,16212,5,8,8,Dịch vụ tốt
881,7870,4,8,1,Dịch vụ tốt
882,17063,5,7,7,Dịch vụ tốt
883,8986,9,10,5,Dịch vụ tốt
884,6003,8,2,2,Dịch vụ tốt
885,6386,9,9,1,Dịch vụ tốt
886,1876,3,7,9,Dịch vụ tốt
887,24163,2,7,4,Dịch vụ tốt
888,12773,4,1,8,Dịch vụ tốt
889,16469,1,6,3,Dịch vụ tốt
890,29093,9,8,1,Dịch vụ tốt
891,10073,5,3,8,Dịch vụ tốt
892,17968,8,7,6,Dịch vụ tốt
893,6499,8,1,6,Dịch vụ tốt
894,20868,8,1,5,Dịch vụ tốt
895,4293,6,9,10,Dịch vụ tốt
896,7987,9,8,7,Dịch vụ tốt
897,14994,2,1,7,Dịch vụ tốt
898,3644,10,1,2,Dịch vụ tốt
899,18849,10,10,9,Dịch vụ tốt
900,3011,2,5,3,Dịch vụ tốt
901,7914,4,5,5,Dịch vụ tốt
902,1411,6,2,2,Dịch vụ tốt
903,24782,10,5,10,Dịch vụ tốt
904,23147,8,6,3,Dịch vụ tốt
905,672,6,7,5,Dịch vụ tốt
906,9529,6,2,2,Dịch vụ tốt
907,18850,5,7,3,Dịch vụ tốt
908,29183,1,10,3,Dịch vụ tốt
909,28005,1,4,2,Dịch vụ tốt
910,24781,8,6,10,Dịch vụ tốt
911,13157,8,9,1,Dịch vụ tốt
912,10259,5,3,4,Dịch vụ tốt
913,3927,4,4,8,Dịch vụ tốt
914,15781,9,6,1,Dịch vụ tốt
915,548,10,3,9,Dịch vụ tốt
916,3250,6,9,2,Dịch vụ tốt
917,9281,9,5,4,Dịch vụ tốt
918,23480,10,1,1,Dịch vụ tốt
919,25710,9,9,9,Dịch vụ tốt
920,22900,10,4,4,Dịch vụ tốt
921,29466,6,3,7,Dịch vụ tốt
922,17972,7,7,6,Dịch vụ tốt
923,16716,6,10,9,Dịch vụ tốt
924,10101,8,9,1,Dịch vụ tốt
925,8178,4,8,4,Dịch vụ tốt
926,25293,2,6,5,Dịch vụ tốt
927,17345,3,9,10,Dịch vụ tốt
928,10904,1,1,9,Dịch vụ tốt
929,8735,6,2,1,Dịch vụ tốt
930,13485,8,9,7,Dịch vụ tốt
931,4461,6,8,3,Dịch vụ tốt
932,9133,5,3,1,Dịch vụ tốt
933,1014,3,5,9,Dịch vụ tốt
934,17345,10,4,9,Dịch vụ tốt
935,15437,1,8,3,Dịch vụ tốt
936,23844,6,9,10,Dịch vụ tốt
937,16515,8,3,8,Dịch vụ tốt
938,723,4,8,3,Dịch vụ tốt
939,26919,7,8,10,Dịch vụ tốt
940,3302,2,2,7,Dịch vụ tốt
941,14588,5,6,10,Dịch vụ tốt
942,9851,5,9,2,Dịch vụ tốt
943,10195,4,6,7,Dịch vụ tốt
944,17544,7,1,9,Dịch vụ tốt
945,8865,10,1,1,Dịch vụ tốt
946,516,3,6,4,Dịch vụ tốt
947,19432,1,2,3,Dịch vụ tốt
948,2416,6,7,2,Dịch vụ tốt
949,20960,4,6,6,Dịch vụ tốt
950,1664,3,1,2,Dịch vụ tốt
951,6678,7,2,4,Dịch vụ tốt
952,21717,3,4,10,Dịch vụ tốt
953,17509,5,6,8,Dịch vụ tốt
954,11818,10,8,4,Dịch vụ tốt
955,4111,6,6,6,Dịch vụ tốt
956,24307,7,6,10,Dịch vụ tốt
957,1086,9,5,8,Dịch vụ tốt
958,9768,1,10,5,Dịch vụ tốt
959,7079,4,8,2,Dịch vụ tốt
960,12318,2,9,3,Dịch vụ tốt
961,13864,9,4,3,Dịch vụ tốt
962,28931,7,2,4,Dịch vụ tốt
963,1529,1,3,9,Dịch vụ tốt
964,6350,6,1,2,Dịch vụ tốt
965,849,7,10,2,Dịch vụ tốt
966,26554,3,5,2,Dịch vụ tốt
967,24293,7,4,10,Dịch vụ tốt
968,2749,6,2,3,Dịch vụ tốt
969,15792,3,6,3,Dịch vụ tốt
970,4734,8,2,5,Dịch vụ tốt
971,11185,10,10,6,Dịch vụ tốt
972,7497,5,4,9,Dịch vụ tốt
973,14065,8,2,8,Dịch vụ tốt
974,15074,10,8,6,Dịch vụ tốt
975,22075,6,9,8,Dịch vụ tốt
976,15367,10,9,1,Dịch vụ tốt
977,21932,1,7,2,Dịch vụ tốt
978,19179,3,1,2,Dịch vụ tốt
979,15717,1,5,9,Dịch vụ tốt
980,7383,2,2,7,Dịch vụ tốt
981,15798,9,10,6,Dịch vụ tốt
982,16716,1,7,9,Dịch vụ tốt
983,4234,3,2,6,Dịch vụ tốt
984,20680,5,10,7,Dịch vụ tốt
985,16853,5,5,2,Dịch vụ tốt
986,29468,4,9,8,Dịch vụ tốt
987,11159,8,4,8,Dịch vụ tốt
988,25151,6,3,9,Dịch vụ tốt
989,10653,8,3,5,Dịch vụ tốt
990,17925,2,10,2,Dịch vụ tốt
991,4006,8,3,10,Dịch vụ tốt
992,12520,2,7,5,Dịch vụ tốt
993,19172,10,6,7,Dịch vụ tốt
994,17071,5,7,6,Dịch vụ tốt
995,1994,6,5,10,Dịch vụ tốt
996,5658,4,8,2,Dịch vụ tốt
997,25279,10,5,8,Dịch vụ tốt
998,28028,1,4,9,Dịch vụ tốt
999,25439,4,5,1,Dịch vụ tốt
1000,16343,8,4,4,Dịch vụ tốt
1001,14130,10,1,2,Dịch vụ tốt
1002,17471,4,3,8,Dịch vụ tốt
1003,28391,10,6,6,Dịch vụ tốt
1004,3577,4,8,4,Dịch vụ tốt
1005,23760,8,2,5,Dịch vụ tốt
1006,23776,4,8,8,Dịch vụ tốt
1007,18465,1,3,3,Dịch vụ tốt
1008,23943,3,6,9,Dịch vụ tốt
1009,21250,2,10,1,Dịch vụ tốt
1010,26016,9,9,5,Dịch vụ tốt
1011,9009,3,1,4,Dịch vụ tốt
1012,24062,2,4,4,Dịch vụ tốt
1013,29523,2,3,6,Dịch vụ tốt
1014,23709,10,7,3,Dịch vụ tốt
1015,10789,8,8,3,Dịch vụ tốt
1016,10196,3,1,9,Dịch vụ tốt
1017,9520,7,10,2,Dịch vụ tốt
1018,21366,7,4,8,Dịch vụ tốt
1019,18955,1,2,7,Dịch vụ tốt
1020,27537,4,5,5,Dịch vụ tốt
1021,1047,7,8,9,Dịch vụ tốt
1022,9477,2,5,3,Dịch vụ tốt
1023,23018,3,5,2,Dịch vụ tốt
1024,10964,3,1,3,Dịch vụ tốt
1025,11020,6,1,8,Dịch vụ tốt
1026,10437,7,7,8,Dịch vụ tốt
1027,20888,1,9,6,Dịch vụ tốt
1028,1956,1,4,3,Dịch vụ tốt
1029,22812,2,7,1,Dịch vụ tốt
1030,9609,2,8,6,Dịch vụ tốt
1031,15171,9,3,3,Dịch vụ tốt
1032,4316,9,9,4,Dịch vụ tốt
1033,7554,10,1,4,Dịch vụ tốt
1034,22,2,5,6,Dịch vụ tốt
1035,18822,2,2,8,Dịch vụ tốt
1036,23508,1,4,4,Dịch vụ tốt
1037,20286,9,5,8,Dịch vụ tốt
1038,8182,6,5,1,Dịch vụ tốt
1039,16868,9,5,4,Dịch vụ tốt
1040,16952,8,9,7,Dịch vụ tốt
1041,15070,1,10,7,Dịch vụ tốt
1042,11357,3,8,2,Dịch vụ tốt
1043,25432,2,1,4,Dịch vụ tốt
1044,23281,9,6,1,Dịch vụ tốt
1045,4630,6,7,3,Dịch vụ tốt
1046,5480,3,6,10,Dịch vụ tốt
1047,28358,1,7,8,Dịch vụ tốt
1048,3428,1,2,4,Dịch vụ tốt
1049,21567,6,3,8,Dịch vụ tốt
1050,14060,10,9,2,Dịch vụ tốt
1051,4285,5,1,9,Dịch vụ tốt
1052,2358,4,3,7,Dịch vụ tốt
1053,13735,4,1,10,Dịch vụ tốt
1054,1868,4,5,10,Dịch vụ tốt
1055,27260,7,1,9,Dịch vụ tốt
1056,9020,5,2,2,Dịch vụ tốt
1057,25253,5,10,10,Dịch vụ tốt
1058,24899,6,6,6,Dịch vụ tốt
1059,25409,2,4,8,Dịch vụ tốt
1060,10744,1,10,10,Dịch vụ tốt
1061,3598,5,3,10,Dịch vụ tốt
1062,2820,6,2,9,Dịch vụ tốt
1063,3792,4,1,4,Dịch vụ tốt
1064,14994,6,8,5,Dịch vụ tốt
1065,11370,8,5,6,Dịch vụ tốt
1066,20990,9,2,4,Dịch vụ tốt
1067,12715,5,4,1,Dịch vụ tốt
1068,18158,1,1,8,Dịch vụ tốt
1069,17501,3,1,1,Dịch vụ tốt
1070,5574,7,4,10,Dịch vụ tốt
1071,21339,2,9,10,Dịch vụ tốt
1072,29557,4,5,10,Dịch vụ tốt
1073,22924,9,8,7,Dịch vụ tốt
1074,22775,5,8,7,Dịch vụ tốt
1075,20548,6,1,9,Dịch vụ tốt
1076,2588,5,2,5,Dịch vụ tốt
1077,27098,4,2,2,Dịch vụ tốt
1078,22647,2,8,7,Dịch vụ tốt
1079,6595,9,1,3,Dịch vụ tốt
1080,17377,6,1,4,Dịch vụ tốt
1081,11928,7,1,8,Dịch vụ tốt
1082,27169,2,5,9,Dịch vụ tốt
1083,25305,6,5,3,Dịch vụ tốt
1084,18476,4,6,10,Dịch vụ tốt
1085,9158,6,6,8,Dịch vụ tốt
1086,1284,10,10,5,Dịch vụ tốt
1087,10463,1,2,6,Dịch vụ tốt
1088,6348,6,6,1,Dịch vụ tốt
1089,27086,1,10,10,Dịch vụ tốt
1090,28488,2,1,6,Dịch vụ tốt
1091,16319,4,2,6,Dịch vụ tốt
1092,4123,7,2,5,Dịch vụ tốt
1093,14295,4,10,6,Dịch vụ tốt
1094,18029,4,3,6,Dịch vụ tốt
1095,3698,3,4,2,Dịch vụ tốt
1096,10095,3,8,1,Dịch vụ tốt
1097,24672,9,2,3,Dịch vụ tốt
1098,10221,7,9,5,Dịch vụ tốt
1099,3838,3,8,4,Dịch vụ tốt
1100,17731,8,9,4,Dịch vụ tốt
1101,26395,9,7,1,Dịch vụ tốt
1102,2691,9,9,2,Dịch vụ tốt
1103,19041,4,7,4,Dịch vụ tốt
1104,7391,2,6,1,Dịch vụ tốt
1105,26632,7,8,8,Dịch vụ tốt
1106,20831,4,7,3,Dịch vụ tốt
1107,25827,5,2,7,Dịch vụ tốt
1108,17388,2,3,1,Dịch vụ tốt
1109,5813,9,9,1,Dịch vụ tốt
1110,217,2,9,1,Dịch vụ tốt
1111,11524,5,5,3,Dịch vụ tốt
1112,27865,1,3,3,Dịch vụ tốt
1113,26703,1,5,7,Dịch vụ tốt
1114,23672,10,6,10,Dịch vụ tốt
1115,14145,5,3,3,Dịch vụ tốt
1116,28795,3,8,10,Dịch vụ tốt
1117,24680,10,9,6,Dịch vụ tốt
1118,20506,7,8,3,Dịch vụ tốt
1119,25850,10,6,8,Dịch vụ tốt
1120,5921,10,1,3,Dịch vụ tốt
1121,4438,1,2,7,Dịch vụ tốt
1122,17568,1,10,7,Dịch vụ tốt
1123,25218,4,1,2,Dịch vụ tốt
1124,8709,3,9,10,Dịch vụ tốt
1125,11438,6,4,5,Dịch vụ tốt
1126,29798,9,2,7,Dịch vụ tốt
1127,25489,8,1,5,Dịch vụ tốt
1128,10381,1,10,4,Dịch vụ tốt
1129,25756,3,3,6,Dịch vụ tốt
1130,3760,5,4,10,Dịch vụ tốt
1131,3405,5,5,2,Dịch vụ tốt
1132,1216,7,4,1,Dịch vụ tốt
1133,27313,1,1,10,Dịch vụ tốt
1134,21719,4,3,7,Dịch vụ tốt
1135,10610,2,6,7,Dịch vụ tốt
1136,5972,7,8,3,Dịch vụ tốt
1137,2880,7,7,8,Dịch vụ tốt
1138,28302,10,7,1,Dịch vụ tốt
1139,22225,3,2,3,Dịch vụ tốt
1140,170,8,8,6,Dịch vụ tốt
1141,4685,9,7,9,Dịch vụ tốt
1142,29935,3,5,7,Dịch vụ tốt
1143,22661,5,6,4,Dịch vụ tốt
1144,25719,1,3,2,Dịch vụ tốt
1145,21612,9,1,5,Dịch vụ tốt
1146,1907,10,3,6,Dịch vụ tốt
1147,15699,2,2,9,Dịch vụ tốt
1148,7758,8,1,10,Dịch vụ tốt
1149,6416,6,3,3,Dịch vụ tốt
1150,1030,10,7,9,Dịch vụ tốt
1151,2994,5,5,4,Dịch vụ tốt
1152,1885,3,3,2,Dịch vụ tốt
1153,14168,5,4,7,Dịch vụ tốt
1154,11945,3,5,10,Dịch vụ tốt
1155,22801,2,5,9,Dịch vụ tốt
1156,13200,8,2,4,Dịch vụ tốt
1157,11891,1,3,6,Dịch vụ tốt
1158,22996,9,6,3,Dịch vụ tốt
1159,18063,6,9,9,Dịch vụ tốt
1160,17237,1,6,8,Dịch vụ tốt
1161,15608,7,9,3,Dịch vụ tốt
1162,14968,6,9,1,Dịch vụ tốt
1163,3741,9,3,5,Dịch vụ tốt
1164,10590,7,3,10,Dịch vụ tốt
1165,27751,10,2,9,Dịch vụ tốt
1166,28346,8,7,5,Dịch vụ tốt
1167,13006,10,10,4,Dịch vụ tốt
1168,21760,10,2,5,Dịch vụ tốt
1169,1703,10,9,9,Dịch vụ tốt
1170,18193,10,2,10,Dịch vụ tốt
1171,5897,3,4,7,Dịch vụ tốt
1172,23042,8,3,2,Dịch vụ tốt
1173,13332,9,3,7,Dịch vụ tốt
1174,23634,10,5,6,Dịch vụ tốt
1175,17420,6,1,1,Dịch vụ tốt
1176,18404,9,1,8,Dịch vụ tốt
1177,1893,9,5,2,Dịch vụ tốt
1178,7311,4,6,9,Dịch vụ tốt
1179,5919,10,10,1,Dịch vụ tốt
1180,87,9,3,9,Dịch vụ tốt
1181,2494,10,8,2,Dịch vụ tốt
1182,17778,3,1,9,Dịch vụ tốt
1183,21141,8,4,2,Dịch vụ tốt
1184,21046,7,10,9,Dịch vụ tốt
1185,5315,9,4,8,Dịch vụ tốt
1186,15424,4,5,9,Dịch vụ tốt
1187,21832,4,9,3,Dịch vụ tốt
1188,2568,4,6,4,Dịch vụ tốt
1189,18119,6,5,7,Dịch vụ tốt
1190,3017,2,8,10,Dịch vụ tốt
1191,720,7,1,7,Dịch vụ tốt
1192,170,1,10,5,Dịch vụ tốt
1193,8819,10,9,3,Dịch vụ tốt
1194,3731,10,2,10,Dịch vụ tốt
1195,2981,1,3,5,Dịch vụ tốt
1196,26672,8,6,6,Dịch vụ tốt
1197,28544,9,3,1,Dịch vụ tốt
1198,15986,2,2,7,Dịch vụ tốt
1199,11913,6,10,4,Dịch vụ tốt
1200,23150,6,1,3,Dịch vụ tốt
1201,11450,8,6,4,Dịch vụ tốt
1202,4440,8,3,9,Dịch vụ tốt
1203,28117,3,10,8,Dịch vụ tốt
1204,24003,5,3,3,Dịch vụ tốt
1205,105,8,6,1,Dịch vụ tốt
1206,20818,2,2,2,Dịch vụ tốt
1207,693,7,2,6,Dịch vụ tốt
1208,1399,3,9,3,Dịch vụ tốt
1209,2692,4,7,10,Dịch vụ tốt
1210,5438,5,2,6,Dịch vụ tốt
1211,2280,8,10,7,Dịch vụ tốt
1212,6835,1,3,5,Dịch vụ tốt
1213,12942,2,5,8,Dịch vụ tốt
1214,21349,8,1,6,Dịch vụ tốt
1215,23187,1,4,10,Dịch vụ tốt
1216,17014,10,7,7,Dịch vụ tốt
1217,27735,8,1,2,Dịch vụ tốt
1218,1739,5,2,8,Dịch vụ tốt
1219,21085,1,9,5,Dịch vụ tốt
1220,8640,9,9,7,Dịch vụ tốt
1221,18103,3,2,8,Dịch vụ tốt
1222,6975,3,10,7,Dịch vụ tốt
1223,13108,6,1,2,Dịch vụ tốt
1224,13623,2,10,4,Dịch vụ tốt
1225,5860,4,8,6,Dịch vụ tốt
1226,19384,1,10,7,Dịch vụ tốt
1227,25036,9,7,2,Dịch vụ tốt
1228,28093,5,8,4,Dịch vụ tốt
1229,12712,1,2,9,Dịch vụ tốt
1230,26010,7,2,2,Dịch vụ tốt
1231,25841,4,7,1,Dịch vụ tốt
1232,21488,2,6,10,Dịch vụ tốt
1233,19626,5,6,5,Dịch vụ tốt
1234,12418,8,6,5,Dịch vụ tốt
1235,23649,2,1,2,Dịch vụ tốt
1236,12767,9,10,10,Dịch vụ tốt
1237,4865,1,10,3,Dịch vụ tốt
1238,17975,3,4,4,Dịch vụ tốt
1239,22812,4,2,8,Dịch vụ tốt
1240,5294,2,6,9,Dịch vụ tốt
1241,21425,4,3,9,Dịch vụ tốt
1242,14085,4,3,7,Dịch vụ tốt
1243,2802,8,3,4,Dịch vụ tốt
1244,24532,5,4,2,Dịch vụ tốt
1245,29442,10,10,3,Dịch vụ tốt
1246,12917,3,1,10,Dịch vụ tốt
1247,2746,2,1,2,Dịch vụ tốt
1248,4581,9,6,9,Dịch vụ tốt
1249,9666,6,8,5,Dịch vụ tốt
1250,23084,7,2,3,Dịch vụ tốt
1251,29913,5,9,9,Dịch vụ tốt
1252,20396,9,7,5,Dịch vụ tốt
1253,13987,1,1,9,Dịch vụ tốt
1254,2099,2,5,3,Dịch vụ tốt
1255,19921,2,2,6,Dịch vụ tốt
1256,16477,6,7,8,Dịch vụ tốt
