MAKB,MATC,MABACSI,NGAYHENTAIKHAM
997,14229,132,2024-10-31
998,39385,99,2024-12-31
999,30492,98,2025-07-05
1000,37140,184,2025-01-05
1001,14949,117,2024-03-18
1002,33320,181,2024-08-24
1003,20209,27,2025-12-03
1004,25987,116,2025-12-13
1005,41023,133,2024-08-17
1006,34980,61,2025-07-17
1007,21452,102,2025-12-20
1008,18704,160,2025-05-12
1009,35933,101,2024-08-03
1010,26257,68,2025-01-20
1011,26640,148,2025-09-05
1012,31625,58,2024-10-02
1013,4842,79,2025-11-23
1014,33593,85,2024-11-11
1015,21149,23,2024-10-05
1016,2890,45,2025-02-17
1017,6078,54,2024-12-06
1018,30000,37,2025-08-18
1019,38136,158,2025-09-18
1020,31085,8,2024-01-20
1021,9336,78,2025-05-31
1022,30290,19,2025-03-23
1023,11770,104,2024-08-24
1024,8334,11,2024-12-21
1025,11497,139,2025-08-03
1026,39795,93,2025-09-03
1027,26885,183,2025-02-04
1028,31005,60,2025-03-01
1029,29063,48,2025-07-16
1030,19477,193,2025-05-10
1031,35285,20,2025-01-21
1032,39856,171,2025-03-24
1033,8502,144,2025-11-23
1034,8177,134,2025-05-01
1035,27573,11,2024-02-17
1036,1664,108,2025-12-17
1037,23197,42,2024-12-14
1038,19797,86,2024-09-29
1039,34051,105,2024-10-06
1040,1126,14,2024-07-10
1041,22188,99,2024-01-25
1042,12215,6,2024-04-18
1043,7821,127,2024-08-11
1044,27744,58,2025-02-09
1045,21609,141,2025-05-31
1046,683,168,2024-06-15
1047,43463,88,2024-08-26
1048,41840,69,2025-12-17
1049,18598,128,2025-09-07
1050,24838,67,2024-11-10
1051,14240,1,2024-06-27
1052,37059,90,2025-07-04
1053,9989,189,2024-08-24
1054,6832,26,2024-02-23
1055,41493,117,2024-12-11
1056,41148,142,2025-12-07
1057,27140,164,2025-04-29
1058,33364,105,2024-09-06
1059,20527,178,2024-01-26
1060,22322,5,2025-02-09
1061,8504,187,2024-07-09
1062,19688,40,2025-06-10
1063,20342,100,2025-03-12
1064,25575,47,2024-10-03
1065,36638,126,2024-03-27
1066,37394,167,2025-06-10
1067,13831,98,2024-03-31
1068,12461,70,2024-06-17
1069,3351,115,2024-03-24
1070,13917,174,2024-06-06
1071,37295,21,2025-05-16
1072,23814,81,2024-07-07
1073,25731,24,2024-09-22
1074,11068,165,2025-02-05
1075,17663,74,2025-04-20
1076,13919,157,2024-08-15
1077,42810,83,2024-08-12
1078,4986,19,2024-04-07
1079,14842,15,2025-05-08
1080,6093,86,2025-03-13
1081,35144,116,2025-11-07
1082,20970,137,2025-08-27
1083,11575,104,2025-03-06
1084,43268,42,2024-11-21
1085,27252,43,2025-06-18
1086,25677,20,2024-04-28
1087,44982,121,2025-05-16
1088,24904,61,2025-03-27
1089,2934,28,2025-05-14
1090,44967,21,2025-10-27
1091,30137,75,2024-08-11
1092,4464,197,2025-08-10
1093,39392,107,2025-09-16
1094,23194,194,2025-03-24
1095,43982,146,2025-07-11
1096,24747,180,2025-11-06
1097,13341,189,2024-02-29
1098,15133,136,2024-01-12
1099,39832,155,2025-12-05
1100,24580,73,2024-12-31
1101,2162,64,2025-12-31
1102,21600,151,2025-12-02
1103,9855,134,2024-07-13
1104,21165,138,2024-11-14
1105,11294,135,2024-03-21
1106,34051,16,2025-08-18
1107,40514,186,2025-06-16
1108,40196,72,2024-10-26
1109,36067,156,2025-05-07
1110,9129,160,2025-09-29
1111,35585,120,2025-02-14
1112,23806,140,2025-05-24
1113,36075,112,2024-02-26
1114,42971,164,2025-12-14
1115,37067,1,2024-06-27
1116,31671,94,2025-05-23
1117,34253,15,2025-07-01
1118,9120,169,2025-07-06
1119,7046,144,2025-05-24
1120,30275,92,2024-04-25
1121,31412,90,2025-06-27
1122,41260,104,2025-08-18
1123,34541,186,2025-09-03
1124,25617,145,2024-11-16
1125,10483,14,2025-04-16
1126,5999,185,2025-05-16
1127,33037,167,2025-11-03
1128,35974,178,2025-02-04
1129,24768,142,2024-05-06
1130,4274,56,2024-09-24
1131,10603,198,2024-09-22
1132,5171,88,2025-07-21
1133,19805,102,2025-02-23
1134,161,178,2024-07-30
1135,13823,175,2025-07-24
1136,6126,159,2025-06-10
1137,35173,120,2025-11-11
1138,44258,19,2024-10-23
1139,12088,49,2024-09-17
1140,41504,18,2025-12-04
1141,39309,168,2025-02-16
1142,15820,186,2025-09-30
1143,16982,139,2025-10-07
1144,3826,55,2024-01-30
1145,17193,6,2024-01-28
1146,28091,83,2024-04-22
1147,8392,72,2024-03-10
1148,21046,150,2024-02-14
1149,20229,71,2025-05-22
1150,12781,64,2024-07-14
1151,42837,34,2025-10-12
1152,4939,83,2025-12-29
1153,18126,171,2024-12-14
1154,14927,92,2025-04-13
1155,23924,93,2025-04-30
1156,12648,14,2025-12-17
1157,18987,10,2025-08-08
1158,24262,46,2025-11-14
1159,33530,38,2025-06-01
1160,9012,16,2025-11-11
1161,42223,136,2024-08-09
1162,33602,161,2024-09-03
1163,30856,95,2025-10-22
1164,44968,57,2024-07-15
1165,16840,26,2025-04-16
1166,4614,41,2024-10-08
1167,38356,185,2025-11-15
1168,39683,182,2025-06-09
1169,38578,26,2024-05-02
1170,40613,140,2024-10-07
1171,30587,40,2025-01-02
1172,29715,134,2024-08-27
1173,4538,179,2024-05-30
1174,44747,21,2024-08-30
1175,21134,99,2025-04-23
1176,4620,164,2025-03-20
1177,39469,12,2024-02-21
1178,25009,73,2024-11-23
1179,14527,80,2025-04-30
1180,8288,86,2024-04-07
1181,22728,67,2025-09-04
1182,33411,164,2024-04-12
1183,32203,120,2024-11-20
1184,5408,165,2024-07-16
1185,36796,128,2024-08-28
1186,2182,17,2025-06-01
1187,17296,110,2025-07-08
1188,20495,123,2024-07-13
1189,23942,172,2025-02-17
1190,41252,76,2024-12-30
1191,36106,96,2024-10-27
1192,40375,95,2025-07-01
1193,12289,47,2024-07-05
1194,39686,176,2024-06-25
1195,24812,95,2024-05-11
1196,5500,94,2025-12-29
1197,16619,36,2025-07-30
1198,27349,119,2025-11-14
1199,8034,133,2024-07-24
1200,25432,106,2024-07-13
1201,24856,141,2025-12-05
1202,40022,45,2024-01-15
1203,44024,42,2024-07-12
1204,32138,141,2025-02-11
1205,20109,183,2024-02-19
1206,3241,162,2024-10-05
1207,22897,93,2025-07-30
1208,5888,71,2024-02-17
1209,42351,153,2025-05-27
1210,19325,184,2024-11-02
1211,2354,175,2025-04-02
1212,42708,125,2025-11-01
1213,18902,130,2025-07-30
1214,13081,125,2024-06-29
1215,12443,166,2025-09-13
1216,43678,49,2024-03-14
1217,18164,85,2024-04-30
1218,222,18,2025-10-25
1219,32807,191,2025-12-06
1220,39510,42,2025-04-15
1221,7597,8,2025-12-22
1222,39624,20,2024-12-20
1223,41989,200,2024-12-01
1224,21166,168,2024-09-21
1225,19557,29,2024-04-23
1226,3440,148,2025-11-29
1227,2942,152,2024-04-07
1228,23870,91,2025-11-13
1229,26570,77,2025-11-04
1230,22275,6,2024-02-15
1231,23594,6,2024-12-07
1232,17143,111,2024-02-06
1233,973,103,2025-04-11
1234,5317,143,2025-12-13
1235,15420,62,2024-03-12
1236,34206,52,2025-01-31
1237,26557,154,2025-12-08
1238,39794,63,2025-09-10
1239,13005,197,2024-11-16
1240,40090,172,2024-05-30
1241,38422,16,2024-03-23
1242,4380,45,2025-08-10
1243,28673,175,2024-05-08
1244,42523,179,2024-02-29
1245,34518,38,2025-02-28
1246,42472,40,2024-07-16
1247,36949,101,2025-07-23
1248,34581,134,2024-07-10
1249,11875,73,2024-06-03
1250,43960,128,2024-12-29
1251,22701,61,2024-03-31
1252,38850,195,2025-01-28
1253,12906,72,2024-08-15
1254,34458,23,2025-12-23
1255,15068,57,2024-07-10
1256,39302,69,2024-10-22
1257,14769,73,2024-01-25
1258,7216,148,2024-04-23
1259,23975,71,2025-09-23
1260,22187,42,2025-09-06
1261,23754,94,2025-11-06
1262,15958,129,2025-06-07
1263,44888,59,2024-07-22
1264,31593,59,2025-07-29
1265,28047,95,2024-09-28
1266,23347,11,2025-06-21
1267,5291,5,2025-08-06
1268,12013,86,2025-05-20
1269,11404,138,2024-04-03
1270,1007,148,2024-03-29
1271,32248,45,2025-11-26
1272,35855,154,2025-05-11
1273,20683,13,2025-10-08
1274,38375,4,2025-06-27
1275,24293,32,2025-12-27
1276,41574,113,2025-03-03
1277,8473,61,2024-08-31
1278,29370,5,2025-02-25
1279,5583,148,2024-06-21
1280,30839,78,2024-05-13
1281,13368,34,2024-05-13
1282,44246,151,2024-01-27
1283,8692,75,2024-06-20
1284,37579,29,2024-03-16
1285,20600,27,2025-04-17
1286,39919,105,2025-10-10
1287,18636,7,2024-09-27
1288,25123,147,2025-02-13
1289,23458,135,2025-07-12
1290,14858,8,2024-07-15
1291,35231,185,2024-10-14
1292,17805,151,2025-02-07
1293,17134,113,2024-11-11
1294,7730,93,2024-07-08
1295,43409,132,2024-11-04
1296,11011,118,2024-04-01
1297,39210,52,2025-09-29
1298,8440,154,2024-10-02
1299,24143,134,2025-03-13
1300,40914,125,2025-08-19
1301,37551,59,2024-11-06
1302,9922,130,2024-02-29
1303,11806,159,2025-11-05
1304,38534,76,2024-03-23
1305,11778,167,2024-09-23
1306,39706,158,2024-12-16
1307,1740,126,2025-08-14
1308,33563,32,2024-06-23
1309,28226,142,2024-10-13
1310,2052,92,2024-12-11
1311,9770,11,2025-02-26
1312,2895,193,2025-03-22
1313,3796,6,2024-06-26
1314,57,85,2025-02-22
1315,1229,122,2025-05-01
1316,39411,100,2025-07-07
1317,42705,10,2025-06-04
1318,18153,109,2025-10-02
1319,16589,138,2024-04-27
1320,3849,126,2024-12-08
1321,13226,192,2024-04-24
1322,15120,174,2025-11-13
1323,12271,162,2025-08-03
1324,36826,26,2024-08-24
1325,14971,150,2025-04-11
1326,30022,101,2025-09-14
1327,9827,132,2024-01-07
1328,26812,162,2025-09-26
1329,11486,198,2025-11-21
1330,3516,57,2024-08-07
1331,30978,13,2024-10-10
1332,21760,59,2025-02-11
1333,12899,186,2025-08-10
1334,32244,107,2025-09-07
1335,5332,143,2024-06-25
1336,13067,64,2024-11-30
1337,40494,134,2024-01-11
1338,6905,123,2024-02-14
1339,6106,14,2025-09-20
1340,32213,51,2025-10-03
1341,1403,117,2025-03-25
1342,10197,178,2024-09-19
1343,16401,17,2025-01-02
1344,18481,46,2025-06-07
1345,15953,69,2024-08-08
1346,10460,172,2025-07-08
1347,16595,87,2024-11-04
1348,38544,29,2024-09-14
1349,37926,146,2025-05-13
1350,27891,19,2025-05-04
1351,3605,146,2024-07-25
1352,18568,93,2025-04-09
1353,35669,79,2024-02-05
1354,9055,10,2025-05-13
1355,40359,167,2025-02-03
1356,30260,31,2024-08-18
1357,23639,62,2024-06-02
1358,35041,63,2024-03-17
1359,36014,4,2025-02-25
1360,15469,167,2025-12-25
1361,34504,167,2024-10-17
1362,39516,85,2025-06-14
1363,44118,130,2025-05-07
1364,5637,156,2024-05-23
1365,13765,2,2024-07-14
1366,39773,163,2024-07-22
1367,39266,38,2024-10-18
1368,40383,31,2025-09-27
1369,6036,2,2024-02-29
1370,17560,35,2024-07-30
1371,16994,142,2024-05-07
1372,44249,195,2024-01-01
1373,18896,54,2025-08-05
1374,20505,118,2024-10-29
1375,581,117,2024-12-04
1376,18973,167,2025-03-13
1377,21694,44,2024-03-25
1378,5606,190,2024-01-30
1379,22826,159,2024-11-12
1380,7901,172,2025-08-25
1381,12750,48,2025-10-17
1382,13103,21,2024-10-05
1383,14112,186,2025-12-28
1384,26186,30,2025-10-16
1385,41448,67,2025-08-21
1386,3754,128,2024-02-24
1387,26490,82,2025-09-29
1388,43087,172,2025-04-30
1389,23703,180,2024-01-06
1390,13022,102,2024-03-27
1391,29145,104,2024-10-04
1392,23947,38,2024-01-23
1393,7951,144,2024-02-05
1394,36717,29,2024-07-11
1395,30227,77,2025-08-25
1396,26984,105,2024-10-27
1397,2396,45,2024-04-14
1398,15501,147,2025-06-10
1399,36353,119,2025-10-26
1400,23353,66,2024-06-23
1401,7610,140,2024-07-31
1402,40370,8,2025-11-09
1403,8794,183,2024-01-30
1404,11477,13,2024-08-31
1405,30892,86,2024-11-03
1406,18410,34,2025-05-30
1407,29849,177,2025-05-28
1408,17235,30,2024-05-30
1409,28244,129,2025-07-10
1410,41297,28,2024-02-11
1411,34326,138,2025-11-05
1412,1407,47,2025-09-19
1413,17783,123,2024-03-19
1414,13056,6,2024-07-24
1415,24510,188,2024-01-12
1416,18222,4,2025-01-19
1417,34884,135,2025-02-05
1418,30584,32,2025-03-12
1419,16203,138,2024-02-02
1420,41980,117,2025-08-13
1421,30685,105,2025-12-01
1422,31657,16,2025-02-28
1423,12780,54,2025-01-04
1424,4637,181,2024-05-15
1425,27853,191,2024-12-20
1426,260,69,2024-09-13
1427,5818,141,2025-03-10
1428,4562,52,2024-08-29
1429,30140,130,2025-01-02
1430,39388,42,2025-08-30
1431,12753,39,2024-04-30
1432,11029,131,2025-12-08
1433,24486,191,2024-07-27
1434,17249,85,2025-12-14
1435,34287,84,2025-12-02
1436,12426,161,2025-08-08
1437,9880,71,2025-02-03
1438,11584,174,2024-10-08
1439,35687,140,2025-07-29
1440,4889,32,2025-05-17
1441,25171,105,2024-05-14
1442,26371,78,2024-11-24
1443,34897,122,2025-10-23
1444,11598,78,2025-11-09
1445,37964,62,2025-09-20
1446,16238,45,2025-03-09
1447,33806,176,2025-10-03
1448,15730,119,2024-02-15
1449,4004,132,2024-09-13
1450,7565,35,2025-07-08
1451,41632,199,2024-01-03
1452,44097,18,2025-08-24
1453,43482,113,2024-03-03
1454,4099,127,2025-10-27
1455,11751,88,2025-10-20
1456,16996,93,2025-07-25
1457,27072,168,2024-07-16
1458,39634,179,2025-07-12
1459,2723,41,2024-06-30
1460,42170,59,2024-01-24
1461,24721,42,2025-01-07
1462,43090,91,2024-10-31
1463,3893,200,2024-07-24
1464,32928,33,2024-02-13
1465,41563,65,2025-11-30
1466,29851,118,2025-04-25
1467,20276,34,2024-05-09
1468,42185,53,2024-07-15
1469,6381,177,2025-10-09
1470,1488,126,2025-09-08
1471,23639,165,2024-03-31
1472,42786,161,2025-07-23
1473,6003,68,2024-12-26
1474,41683,38,2025-02-23
1475,33122,26,2024-05-13
1476,18842,115,2025-04-15
1477,18016,197,2024-03-30
1478,11094,57,2025-06-06
1479,6134,72,2025-10-21
1480,12486,144,2024-05-24
1481,3749,122,2025-07-06
1482,37860,21,2024-05-30
1483,2791,175,2025-06-24
1484,2710,16,2024-11-17
1485,4598,84,2024-09-19
1486,18318,38,2024-07-12
1487,7226,97,2025-06-04
1488,33030,120,2025-10-08
1489,11858,86,2024-10-22
1490,9425,153,2024-08-29
1491,8511,109,2024-10-12
1492,38581,90,2024-01-04
1493,4172,190,2025-02-06
1494,36876,71,2025-02-24
1495,13738,118,2024-02-17
1496,27944,38,2024-02-27
1497,33195,43,2024-07-31
1498,24004,154,2025-05-29
1499,13384,166,2025-01-17
1500,40984,178,2024-12-06
1501,42227,138,2024-06-21
1502,24927,29,2024-07-20
1503,33472,193,2025-08-15
1504,31387,111,2025-02-01
1505,11132,77,2025-04-20
1506,22470,148,2025-11-10
1507,21887,120,2024-06-24
1508,10278,88,2024-12-02
1509,23694,55,2024-02-08
1510,15029,58,2025-04-15
1511,32328,82,2025-02-11
1512,4779,113,2024-12-15
1513,22254,61,2025-07-25
1514,1446,72,2024-04-06
1515,39661,1,2024-10-02
1516,26260,169,2024-09-02
1517,11994,99,2024-03-24
1518,12794,139,2024-08-31
1519,6025,126,2025-01-15
1520,7227,121,2025-05-04
1521,44320,9,2025-08-01
1522,24531,32,2024-01-18
1523,35291,178,2024-06-24
1524,3827,84,2025-03-21
1525,39232,68,2025-06-17
1526,44685,122,2024-01-09
1527,38994,57,2024-12-20
1528,9864,38,2024-04-17
1529,39356,57,2025-02-08
1530,7454,14,2024-05-17
1531,23919,20,2025-01-24
1532,33836,131,2025-06-11
1533,29923,8,2024-07-22
1534,17495,188,2024-09-22
1535,16461,35,2024-10-19
1536,13224,121,2024-04-14
1537,8776,187,2024-09-04
1538,38341,89,2025-03-26
1539,21781,194,2024-05-23
1540,44433,124,2024-08-16
1541,23867,132,2025-12-07
1542,30705,88,2024-03-24
1543,20372,117,2025-05-06
1544,1347,84,2025-04-02
1545,35060,69,2024-10-16
1546,34227,116,2025-09-28
1547,8747,23,2024-03-26
1548,8176,31,2025-07-10
1549,20928,116,2025-05-14
1550,41879,70,2025-08-07
1551,38159,198,2024-03-09
1552,39207,194,2025-07-30
1553,43519,171,2024-08-03
1554,4574,157,2025-01-09
1555,26156,199,2024-09-12
1556,2250,157,2025-03-10
1557,24692,114,2024-08-02
1558,4526,111,2025-05-17
1559,23089,38,2025-06-20
1560,39670,116,2025-04-30
1561,9033,115,2025-05-01
1562,31997,57,2024-09-02
1563,39715,129,2025-07-02
1564,20590,145,2024-10-25
1565,11760,81,2025-03-01
1566,3960,113,2024-04-26
1567,27234,127,2024-05-06
1568,35351,82,2025-08-10
1569,21592,175,2024-01-25
1570,28377,62,2025-12-16
1571,18788,65,2024-06-19
1572,20010,58,2024-09-02
1573,13738,14,2024-06-09
1574,42623,49,2025-07-08
1575,6201,138,2025-01-16
1576,10623,35,2024-12-06
1577,17889,101,2025-04-30
1578,32685,128,2025-06-26
1579,44737,12,2025-07-16
1580,17538,16,2024-06-12
1581,1973,4,2025-10-22
1582,1567,97,2025-06-15
1583,41758,113,2025-02-23
1584,10745,70,2024-04-08
1585,21233,26,2025-09-23
1586,11159,127,2025-09-10
1587,4803,129,2024-08-26
1588,53,75,2025-02-10
1589,42574,76,2025-10-18
1590,36796,171,2025-11-06
1591,37649,157,2025-08-04
1592,2662,27,2025-08-19
1593,37286,192,2024-02-21
1594,41863,169,2024-05-30
1595,11976,76,2025-01-25
1596,995,195,2024-10-19
1597,32140,67,2024-03-10
1598,27452,75,2024-06-07
1599,19619,90,2025-12-28
1600,13479,139,2025-01-18
1601,26025,7,2024-07-14
1602,17191,25,2024-01-09
1603,12604,133,2025-12-21
1604,44745,150,2025-05-02
1605,26261,77,2025-06-08
1606,5015,20,2025-08-04
1607,23523,144,2025-01-03
1608,36951,178,2024-11-20
1609,40269,79,2024-02-21
1610,19819,125,2024-01-04
1611,35960,101,2025-12-24
1612,25919,97,2025-02-04
1613,19650,188,2025-05-30
1614,3506,97,2025-08-10
1615,6344,55,2024-07-23
1616,14492,41,2025-11-21
1617,10307,160,2024-06-30
1618,39682,110,2024-07-12
1619,44120,173,2025-04-23
1620,23509,31,2024-01-02
1621,41760,110,2024-10-26
1622,29201,98,2024-11-20
1623,32426,25,2024-08-06
1624,21227,39,2025-08-10
1625,43610,188,2024-11-10
1626,24543,132,2025-08-11
1627,5783,157,2025-12-23
1628,2869,90,2024-06-12
1629,14748,104,2025-05-26
1630,7858,118,2024-08-26
1631,9071,13,2024-08-18
1632,38018,126,2024-04-18
1633,340,74,2025-11-25
1634,40691,92,2025-07-28
1635,217,122,2025-04-19
1636,37433,55,2025-03-11
1637,22945,183,2025-12-22
1638,3361,21,2024-10-21
1639,38995,28,2025-10-17
1640,25986,149,2024-10-03
1641,33833,15,2024-07-14
1642,14648,140,2024-05-29
1643,20602,93,2024-08-30
1644,14919,94,2025-08-16
1645,20207,110,2025-04-16
1646,21546,82,2025-11-28
1647,8057,43,2024-04-18
1648,34890,14,2025-05-02
1649,6284,91,2024-05-06
1650,29531,113,2025-07-24
1651,35806,37,2025-11-06
1652,38926,195,2025-10-21
1653,3020,102,2024-05-13
1654,26717,141,2024-10-12
1655,40736,65,2024-07-31
1656,43819,32,2024-03-10
1657,8501,185,2024-08-10
1658,19824,33,2025-11-29
1659,38694,82,2025-06-29
1660,43590,14,2025-01-03
1661,10478,62,2024-05-13
1662,17390,15,2025-07-08
1663,31694,111,2024-11-15
1664,6303,104,2024-01-01
1665,9426,40,2024-08-15
1666,15345,139,2025-03-02
1667,18358,120,2024-03-10
1668,8301,114,2024-10-23
1669,6045,61,2024-11-01
1670,4170,59,2025-11-05
1671,5496,145,2024-07-06
1672,8046,21,2024-07-04
1673,31477,50,2024-02-22
1674,36422,124,2024-05-16
1675,40811,191,2025-06-12
1676,33237,5,2025-01-12
1677,25479,154,2025-02-10
1678,24802,129,2025-07-07
1679,3234,53,2025-09-17
1680,38753,10,2024-04-24
1681,31796,95,2024-12-13
1682,31829,135,2024-03-20
1683,7127,173,2025-01-21
1684,438,38,2025-12-19
1685,36660,188,2025-06-14
1686,12658,126,2024-01-16
1687,32551,95,2024-03-18
1688,28250,195,2025-05-21
1689,19850,126,2025-06-21
1690,21023,52,2024-07-16
1691,38025,189,2025-02-22
1692,15186,135,2024-02-15
1693,13531,127,2024-06-09
1694,25222,175,2025-07-12
1695,30084,21,2024-12-25
1696,32728,86,2025-04-25
1697,11515,145,2024-05-10
1698,32386,124,2024-07-19
1699,19077,18,2025-10-02
1700,32952,184,2024-04-23
1701,14220,58,2024-11-11
1702,35375,20,2024-03-16
1703,24028,114,2024-06-11
1704,4889,175,2024-08-28
1705,3831,191,2024-08-15
1706,38983,179,2024-04-01
1707,11984,157,2024-08-06
1708,4936,130,2024-12-04
1709,29078,115,2025-12-04
1710,36766,122,2025-06-04
1711,23342,29,2024-10-19
1712,34962,195,2025-07-28
1713,4776,17,2024-03-25
1714,8254,143,2025-03-16
1715,32845,131,2024-10-13
1716,714,76,2024-03-29
1717,29751,89,2024-03-02
1718,1817,153,2025-11-25
1719,5237,175,2025-05-04
1720,31960,8,2025-10-19
1721,30201,32,2024-04-14
1722,8063,76,2025-08-05
1723,39357,34,2024-05-14
1724,39143,7,2024-05-26
1725,9539,99,2024-03-22
1726,31556,72,2025-12-02
1727,4293,125,2024-05-16
1728,28968,70,2024-06-17
1729,18711,14,2025-11-02
1730,11504,76,2024-04-08
1731,2662,198,2024-08-05
1732,232,199,2024-12-06
1733,29301,101,2025-02-15
1734,5806,186,2024-01-17
1735,3527,76,2025-10-16
1736,40851,163,2024-01-18
1737,40558,36,2025-04-28
1738,39,65,2025-05-01
1739,30290,109,2025-02-18
1740,5891,35,2024-09-20
1741,24442,117,2024-06-28
1742,5772,4,2024-06-02
1743,15092,163,2024-01-17
1744,21557,115,2025-10-30
1745,2871,35,2024-06-14
1746,35491,195,2024-02-24
1747,20085,108,2025-12-12
1748,2444,21,2024-11-21
1749,43803,41,2024-08-16
1750,28083,150,2025-06-24
1751,13454,113,2024-05-01
1752,35753,109,2025-05-10
1753,39278,54,2024-04-16
1754,6902,63,2024-02-02
1755,21650,66,2024-08-03
1756,19520,126,2025-07-20
1757,14510,31,2025-03-09
1758,24440,76,2024-06-13
1759,44125,74,2025-09-23
1760,1151,151,2024-03-25
1761,4468,195,2025-11-20
1762,27273,79,2025-11-29
1763,21489,136,2025-04-19
1764,25531,61,2024-02-26
1765,19606,35,2024-05-30
1766,10769,159,2025-12-20
1767,24397,20,2024-10-28
1768,3279,163,2025-08-29
1769,41156,183,2024-01-10
1770,14918,37,2024-08-12
1771,43658,192,2024-09-28
1772,34394,9,2024-04-26
1773,42975,145,2025-07-24
1774,3759,6,2024-08-11
1775,2546,10,2025-10-16
1776,38952,154,2025-12-25
1777,31437,183,2024-06-11
1778,4910,164,2025-09-24
1779,1130,26,2024-07-18
1780,43158,90,2025-02-27
1781,34940,145,2024-01-12
1782,34543,116,2025-05-04
1783,24462,6,2024-02-29
1784,10921,154,2025-08-19
1785,6922,138,2025-06-19
1786,37421,86,2024-11-28
1787,30856,30,2024-07-09
1788,20160,19,2025-01-29
1789,12719,113,2025-04-16
1790,3449,79,2024-01-02
1791,12708,107,2024-01-14
1792,18080,58,2025-09-10
1793,41037,56,2024-02-19
1794,1350,60,2025-12-20
1795,36122,119,2024-02-02
1796,42010,26,2025-08-19
1797,13085,137,2025-12-03
1798,32704,191,2024-06-22
1799,3421,172,2025-07-25
1800,13175,150,2025-11-15
1801,801,165,2025-04-19
1802,8702,131,2025-07-04
1803,12780,31,2024-11-09
1804,22859,101,2024-10-31
1805,42773,139,2024-11-12
1806,17613,162,2024-06-08
1807,24355,160,2024-09-03
1808,14265,147,2024-09-05
1809,32440,187,2025-07-16
1810,34075,181,2024-08-19
1811,22421,115,2025-05-17
1812,25341,56,2024-12-05
1813,90,121,2024-12-16
1814,18666,65,2024-07-06
1815,7045,66,2024-09-21
1816,38634,120,2025-06-22
1817,29646,95,2024-05-25
1818,36392,29,2024-08-13
1819,17320,135,2024-12-23
1820,24050,127,2024-11-27
1821,34716,179,2025-01-13
1822,35438,26,2025-12-06
1823,34407,197,2025-03-16
1824,16210,139,2024-05-18
1825,36042,108,2025-07-26
1826,29862,14,2024-11-10
1827,28809,179,2024-07-03
1828,33442,139,2025-12-20
